,AD_Chaikin A/D,AROON_Aroon Down,AROON_Aroon Up,BBANDS_Real Lower Band,BBANDS_Real Middle Band,BBANDS_Real Upper Band,BBANDS_Real Lower Band,BBANDS_Real Middle Band,BBANDS_Real Upper Band,BBANDS_Real Lower Band,BBANDS_Real Middle Band,BBANDS_Real Upper Band,BBANDS_Real Lower Band,BBANDS_Real Middle Band,BBANDS_Real Upper Band,CCI_CCI,EMA_EMA,EMA_EMA,EMA_EMA,EMA_EMA,MACD_MACD,MACD_MACD_Hist,MACD_MACD_Signal,MACD_MACD,MACD_MACD_Hist,MACD_MACD_Signal,MACD_MACD,MACD_MACD_Hist,MACD_MACD_Signal,MACD_MACD,MACD_MACD_Hist,MACD_MACD_Signal,OBV_OBV,RSI_RSI,RSI_RSI,RSI_RSI,RSI_RSI,STOCH_SlowD,STOCH_SlowK,TIME_SERIES_DAILY_ADJUSTED_open,TIME_SERIES_DAILY_ADJUSTED_high,TIME_SERIES_DAILY_ADJUSTED_low,TIME_SERIES_DAILY_ADJUSTED_close,TIME_SERIES_DAILY_ADJUSTED_adjusted_close,TIME_SERIES_DAILY_ADJUSTED_volume,TIME_SERIES_DAILY_ADJUSTED_dividend_amount,TIME_SERIES_DAILY_ADJUSTED_split_coefficient,stock_symbol
2019-09-06,42225218.0822,0.0,100.0,37.5292,39.7125,41.8958,38.063,40.1955,42.328,37.0268,39.2695,41.5123,37.7064,39.7535,41.8006,131.3444,37.9542,37.9542,37.5269,37.9432,0.4823,0.2041,0.2781,0.4767,0.199,0.2778,0.5172,0.234,0.2832,0.4452,0.1632,0.2821,122582700.0,59.9661,62.3212,61.8969,58.9216,68.2985,77.8176,41.44,42.28,41.44,41.75,41.75,2769900,0.0,1.0,MAS
2019-09-05,42950659.3967,7.1429,100.0,37.641,39.6165,41.592,38.1725,40.0793,41.986,37.1546,39.1665,41.1784,37.752,39.651,41.55,114.2968,37.916,37.916,37.4875,37.9081,0.3862,0.1592,0.2271,0.3732,0.1452,0.228,0.4099,0.1852,0.2247,0.372,0.1308,0.2413,119812800.0,57.8746,59.6866,59.9506,56.8745,65.9746,64.5221,41.0,41.74,41.0,41.26,41.26,2368300,0.0,1.0,MAS
2019-09-04,43654763.1044,0.0,85.7143,37.6776,39.511,41.3444,38.1785,39.9553,41.732,37.195,39.0405,40.8861,37.7202,39.5435,41.3668,68.8836,37.8824,37.8824,37.4522,37.877,0.308,0.1207,0.1873,0.2907,0.099,0.1917,0.3118,0.1335,0.1783,0.318,0.1094,0.2086,117444500.0,55.2144,53.9883,56.479,53.3943,69.8843,62.5557,40.29,40.71,40.26,40.66,40.66,2492500,0.0,1.0,MAS
2019-09-03,41716142.6029,7.1429,92.8571,37.6974,39.4535,41.2096,38.1473,39.8973,41.6472,37.1826,38.953,40.7235,37.6673,39.4755,41.2837,33.3624,37.8545,37.8545,37.424,37.8528,0.2647,0.1076,0.1571,0.286,0.119,0.167,0.2574,0.1125,0.145,0.3167,0.1355,0.1812,114952000.0,51.3125,53.6338,51.6396,54.0215,69.7003,70.8458,40.4,40.65,39.34,39.84,39.84,2517600,0.0,1.0,MAS
2019-08-30,42311912.5566,14.2857,100.0,37.6204,39.3965,41.1726,38.1328,39.8498,41.5667,37.1032,38.895,40.6868,37.6661,39.424,41.1819,122.3256,37.8346,37.8346,37.4048,37.8272,0.2891,0.1588,0.1302,0.2819,0.1447,0.1373,0.278,0.1611,0.1169,0.2993,0.1519,0.1473,117469600.0,56.2518,59.2896,61.0224,59.7046,59.8028,76.2512,41.36,41.45,40.71,40.73,40.73,2077400,0.0,1.0,MAS
2019-08-29,44277018.3496,21.4286,57.1429,37.6676,39.3585,41.0494,38.2232,39.7813,41.3393,37.2154,38.802,40.3887,37.7901,39.3105,40.8309,149.7617,37.8055,37.8055,37.3715,37.7917,0.2254,0.1349,0.0905,0.1912,0.0901,0.1011,0.1606,0.0841,0.0766,0.1749,0.0655,0.1094,119547000.0,58.3011,57.8982,59.5788,56.1821,42.4771,62.004,40.57,41.18,40.42,41.08,41.08,2439500,0.0,1.0,MAS
2019-08-28,42479480.4334,28.5714,64.2857,37.7667,39.2625,40.7583,38.2111,39.7858,41.3604,37.3238,38.736,40.1482,37.7608,39.322,40.8832,49.6389,37.7726,37.7726,37.3409,37.7638,0.1052,0.0484,0.0568,0.1001,0.0215,0.0786,0.0381,-0.0175,0.0556,0.094,0.001,0.093,117107500.0,53.5412,52.4171,49.0692,48.3864,35.2188,41.1531,39.1,40.2,38.68,40.02,40.02,2442900,0.0,1.0,MAS
2019-08-27,40615162.8188,35.7143,71.4286,37.6964,39.3,40.9036,38.0855,39.8604,41.6353,37.2524,38.816,40.3796,37.6132,39.444,41.2748,2.5292,37.75,37.75,37.3274,37.7503,0.0582,0.0134,0.0447,0.0821,0.0089,0.0732,0.0582,-0.0017,0.06,0.1391,0.0464,0.0927,114664600.0,50.1516,49.4224,48.9985,51.8225,41.0663,24.2741,39.69,39.72,38.67,39.34,39.34,3099900,0.0,1.0,MAS
2019-08-26,39758999.747,42.8571,78.5714,37.5286,39.411,41.2934,38.0302,39.9529,41.8756,37.2202,38.892,40.5639,37.6049,39.4785,41.3521,-2.1174,37.734,37.734,37.3139,37.7308,0.0665,0.0251,0.0414,0.1069,0.0359,0.071,0.0841,0.0238,0.0604,0.1346,0.0535,0.0811,117764500.0,50.5038,47.769,49.0618,47.2859,61.1581,40.2293,38.92,39.46,38.68,39.41,39.41,2103200,0.0,1.0,MAS
2019-08-23,37925437.0804,50.0,85.7143,37.5048,39.4795,41.4542,38.0124,40.0654,42.1185,37.1587,38.9895,40.8204,37.5584,39.6075,41.6566,-8.2918,37.7171,37.7171,37.3002,37.7189,0.0691,0.034,0.0351,0.1634,0.1014,0.062,0.115,0.0605,0.0544,0.2052,0.1375,0.0677,115661300.0,46.7857,52.8947,47.5518,55.6981,72.7057,58.6955,40.25,40.29,38.44,38.66,38.66,2705100,0.0,1.0,MAS
2019-08-22,39987159.1714,57.1429,92.8571,37.5,39.6215,41.743,37.9084,40.1604,42.4124,37.0845,39.126,41.1676,37.5097,39.6535,41.7973,168.559,37.7077,37.7077,37.2888,37.6934,0.1477,0.1211,0.0266,0.1486,0.1119,0.0367,0.1771,0.1378,0.0393,0.157,0.1236,0.0334,118366400.0,56.8278,58.9842,61.1603,61.0018,72.0901,84.5494,40.95,41.15,40.38,40.56,40.56,2934300,0.0,1.0,MAS
2019-08-21,41549577.1415,64.2857,100.0,37.3014,39.7125,42.1236,37.7771,40.2319,42.6867,37.0791,39.1295,41.1799,37.506,39.656,41.806,225.2693,37.679,37.679,37.2577,37.6607,0.0525,0.0562,-0.0037,0.04,0.0314,0.0087,0.0562,0.0514,0.0049,0.0219,0.0194,0.0025,121300700.0,59.058,60.1811,61.2442,60.0945,55.1505,74.8723,40.77,41.31,40.39,40.92,40.92,5138400,0.0,1.0,MAS
2019-08-20,40767673.1078,71.4286,0.0,37.2717,39.6265,41.9813,37.719,40.1414,42.5638,37.0036,39.015,41.0265,37.3706,39.533,41.6954,59.3512,37.6464,37.6464,37.2262,37.6295,-0.1064,-0.0887,-0.0177,-0.1154,-0.1162,0.0008,-0.0998,-0.0918,-0.008,-0.1326,-0.1302,-0.0024,116162300.0,52.9633,52.8518,50.3717,47.7373,37.251,56.8486,38.8,39.99,38.67,39.64,39.64,4027200,0.0,1.0,MAS
2019-08-19,38876117.7596,78.5714,7.1429,37.1777,39.5745,41.9713,37.568,40.0749,42.5818,36.8923,38.9705,41.0488,37.2214,39.4855,41.7496,-23.9376,37.6264,37.6264,37.2117,37.6177,-0.1774,-0.1819,0.0044,-0.1777,-0.2076,0.0299,-0.1224,-0.1374,0.015,-0.1272,-0.1574,0.0302,112135100.0,48.3934,47.5549,51.3042,49.9233,26.4676,33.7304,39.1,39.21,38.79,38.82,38.82,2080200,0.0,1.0,MAS
2019-08-16,40659157.1275,85.7143,0.0,36.9785,39.512,42.0455,37.3701,40.0139,42.6577,36.7018,38.898,41.0943,37.0533,39.423,41.7927,-102.4653,37.6144,37.6144,37.1958,37.6028,-0.182,-0.2319,0.0499,-0.1752,-0.257,0.0818,-0.1617,-0.211,0.0493,-0.1491,-0.2186,0.0695,110054900.0,46.2651,42.6457,42.2947,43.2465,24.4138,21.1741,38.27,38.57,37.7,38.46,38.46,1920300,0.0,1.0,MAS
2019-08-15,39224450.2309,92.8571,0.0,36.8841,39.4815,42.0789,37.3701,40.0139,42.6577,36.7218,38.9045,41.0873,37.0704,39.429,41.7876,-124.5624,37.6059,37.6059,37.1908,37.5961,-0.1485,-0.2564,0.1079,-0.1044,-0.2504,0.1461,-0.0985,-0.2006,0.1021,-0.0903,-0.2145,0.1242,108134600.0,43.5004,42.411,42.2947,42.2121,31.2884,24.4982,38.15,38.54,37.7,38.0,38.0,1534700,0.0,1.0,MAS
2019-08-14,39662935.9452,100.0,0.0,36.9171,39.492,42.0669,37.3503,40.0079,42.6656,36.717,38.903,41.0891,37.1021,39.4395,41.777,-133.4756,37.6019,37.6019,37.1857,37.5905,-0.0568,-0.2287,0.172,-0.0094,-0.218,0.2087,-0.0164,-0.1687,0.1522,-0.0017,-0.1795,0.1778,106599900.0,43.027,43.4566,41.6177,45.4837,41.6932,27.569,38.66,38.73,37.6208,37.92,37.92,2254400,0.0,1.0,MAS
2019-08-13,40701023.2588,0.0,7.1429,37.0216,39.5275,42.0334,37.4265,40.0384,42.6503,36.8412,38.9525,41.0638,37.1628,39.4735,41.7842,-49.5249,37.5987,37.5987,37.1813,37.5798,0.0693,-0.1599,0.2292,0.0927,-0.1705,0.2632,0.0966,-0.0978,0.1944,0.0595,-0.1632,0.2227,108854300.0,48.9813,51.3804,49.7531,47.216,51.7752,41.798,38.92,40.01,38.81,39.17,39.17,1799800,0.0,1.0,MAS
2019-08-12,41420943.2588,0.0,14.2857,37.0377,39.539,42.0403,37.3858,40.0104,42.6349,36.853,38.9635,41.074,37.1824,39.4845,41.7867,-76.0536,37.5829,37.5829,37.1649,37.5663,0.1019,-0.1672,0.2691,0.0913,-0.2145,0.3058,0.1185,-0.1004,0.2189,0.1102,-0.1533,0.2635,107054500.0,47.2459,45.1396,49.2105,47.1441,55.1862,55.7127,38.91,39.15,38.74,38.85,38.85,1439100,0.0,1.0,MAS
2019-08-09,42087843.2588,0.0,21.4286,37.0468,39.5435,42.0402,37.3752,40.0059,42.6366,36.8387,38.9545,41.0703,37.1698,39.4785,41.7873,-49.3879,37.5702,37.5702,37.1491,37.5528,0.1747,-0.1363,0.3109,0.1758,-0.1836,0.3594,0.1517,-0.0922,0.244,0.1744,-0.1274,0.3018,108493600.0,48.7371,47.9296,50.7369,51.0855,45.9544,57.815,39.52,39.57,38.95,39.16,39.16,1893900,0.0,1.0,MAS
2019-08-08,42698778.7427,7.1429,28.5714,37.0074,39.523,42.0386,37.2996,39.9709,42.6421,36.7686,38.914,41.0594,37.0428,39.4142,41.7856,-6.8279,37.5542,37.5542,37.131,37.533,0.2334,-0.1116,0.345,0.2382,-0.1671,0.4053,0.1706,-0.0964,0.267,0.1916,-0.142,0.3336,110387500.0,52.0332,50.5912,53.9167,50.2626,36.8852,52.0309,39.39,39.955,39.38,39.83,39.83,2696200,0.0,1.0,MAS
2019-08-07,41174839.6122,14.2857,35.7143,36.8541,39.4375,42.0209,37.1417,39.8951,42.6486,36.6553,38.8375,41.0197,36.9263,39.3552,41.7841,-43.3898,37.5314,37.5314,37.1084,37.5144,0.2368,-0.1361,0.3729,0.2753,-0.1718,0.4471,0.1484,-0.1427,0.2911,0.2241,-0.145,0.3691,107691300.0,48.7679,45.5199,47.5249,46.8113,25.7532,28.0175,38.85,39.26,38.48,39.15,39.15,3608000,0.0,1.0,MAS
2019-08-06,38584480.6379,21.4286,42.8571,36.7795,39.4,42.0205,37.1553,39.9026,42.6499,36.6329,38.8255,41.0181,36.9549,39.3737,41.7925,-25.512,37.5151,37.5151,37.0946,37.5009,0.3068,-0.1001,0.4069,0.3894,-0.1007,0.49,0.2096,-0.1172,0.3268,0.3173,-0.0881,0.4054,111299300.0,50.4564,47.4051,47.7298,47.2625,23.6774,30.6072,38.93,39.55,38.51,39.51,39.51,2400600,0.0,1.0,MAS
2019-08-05,36368542.1763,28.5714,50.0,36.7686,39.389,42.0094,37.1415,39.8941,42.6468,36.6575,38.8455,41.0335,36.9849,39.3952,41.8055,-41.754,37.495,37.495,37.0804,37.4866,0.3551,-0.0768,0.4319,0.4998,-0.0155,0.5152,0.2815,-0.0746,0.3561,0.4234,-0.004,0.4274,108898700.0,46.593,48.3673,45.3218,49.7092,24.9685,18.6349,39.37,39.7,38.18,38.7,38.7,3587700,0.0,1.0,MAS
2019-08-02,37501500.0711,35.7143,57.1429,36.8293,39.431,42.0327,37.1549,39.9061,42.6574,36.7282,38.907,41.0858,36.9958,39.4082,41.8206,-1.3686,37.4829,37.4829,37.0693,37.4677,0.4941,0.043,0.4511,0.6181,0.099,0.5191,0.4029,0.0281,0.3748,0.508,0.0795,0.4284,112486400.0,52.5603,50.7922,49.6325,48.1222,36.9791,21.7901,39.09,40.08,38.85,39.97,39.97,3474700,0.0,1.0,MAS
2019-08-01,34648291.128,42.8571,64.2857,36.8275,39.4245,42.0215,37.1455,39.8956,42.6457,36.7405,38.9215,41.1025,37.0277,39.4387,41.8497,12.9131,37.4579,37.4579,37.0514,37.4513,0.535,0.0946,0.4404,0.7215,0.2272,0.4943,0.4837,0.116,0.3677,0.637,0.2284,0.4086,109011700.0,48.6666,59.4612,51.3239,58.6107,54.0626,34.4806,40.8,41.27,39.1,39.16,39.16,4284400,0.0,1.0,MAS
2019-07-31,38695765.7824,50.0,71.4286,36.8574,39.456,42.0546,37.1592,39.8401,42.521,36.7444,38.9535,41.1626,37.0534,39.3932,41.733,73.3259,37.4408,37.4408,37.0308,37.4177,0.6619,0.2451,0.4167,0.7218,0.2843,0.4375,0.5544,0.2157,0.3387,0.6183,0.2668,0.3515,113296100.0,57.3551,63.0113,60.3357,64.2367,69.0215,54.6666,41.54,41.693,40.28,40.77,40.77,2675800,0.0,1.0,MAS
2019-07-30,39515800.4599,57.1429,78.5714,36.8708,39.402,41.9332,37.199,39.7415,42.284,36.7668,38.8915,41.0162,37.163,39.286,41.409,100.6226,37.4074,37.4074,36.9982,37.3763,0.6503,0.2948,0.3555,0.6687,0.3022,0.3664,0.5164,0.2316,0.2848,0.5101,0.2253,0.2847,115971900.0,62.4337,62.4051,59.8362,58.4282,79.8753,73.0405,40.38,41.57,40.19,41.56,41.56,2380700,0.0,1.0,MAS
2019-07-29,37169603.3584,64.2857,85.7143,36.9698,39.3025,41.6352,37.26,39.669,42.078,36.7946,38.8385,40.8824,37.1792,39.2545,41.3297,123.2133,37.3656,37.3656,36.9661,37.3461,0.5456,0.2638,0.2818,0.6036,0.3127,0.2909,0.4695,0.2426,0.2269,0.4826,0.2542,0.2284,113591200.0,59.1146,63.5047,63.4641,68.3862,82.7834,79.3575,41.5,41.71,40.63,40.78,40.78,2204200,0.0,1.0,MAS
2019-07-26,38761525.5807,71.4286,92.8571,36.9934,39.2255,41.4576,37.3378,39.5576,41.7774,36.8822,38.7565,40.6308,37.3264,39.129,40.9315,207.4453,37.3313,37.3313,36.9293,37.3043,0.4834,0.2676,0.2158,0.4975,0.2848,0.2127,0.3581,0.1918,0.1663,0.3266,0.1617,0.1649,115795400.0,63.9583,67.279,68.1746,66.8399,74.1104,87.2279,41.17,42.19,41.17,41.5,41.5,3616400,0.0,1.0,MAS
2019-07-25,40037902.0513,78.5714,100.0,37.1269,39.1005,41.0741,37.5432,39.4081,41.2729,37.1117,38.6245,40.1373,37.4808,39.021,40.5612,303.2649,37.2894,37.2894,36.8867,37.2655,0.3237,0.1749,0.1489,0.306,0.1645,0.1415,0.1557,0.0373,0.1184,0.1562,0.0318,0.1244,119411800.0,70.5157,70.4375,64.9541,66.0455,54.3702,81.7648,41.0,42.58,40.45,42.38,42.38,7123100,0.0,1.0,MAS
2019-07-24,34252473.4128,85.7143,0.0,37.6489,38.926,40.2031,38.0605,39.2303,40.4001,37.2379,38.509,39.7801,37.6267,38.891,40.1553,30.5146,37.2383,37.2383,36.8508,37.2279,0.0256,-0.0796,0.1052,0.0175,-0.0829,0.1004,-0.0317,-0.1407,0.109,-0.0462,-0.1626,0.1165,112288700.0,55.0523,54.9169,49.4508,47.6008,32.8234,53.3386,38.31,39.5,38.1,39.2,39.2,5097200,0.0,1.0,MAS
2019-07-23,31339787.6985,92.8571,7.1429,37.5956,38.886,40.1764,38.0486,39.2123,40.376,37.2423,38.511,39.7797,37.6875,38.9235,40.1595,-51.972,37.2185,37.2185,36.8383,37.2171,-0.0315,-0.1565,0.1251,-0.0375,-0.1586,0.1211,-0.031,-0.1753,0.1442,-0.0299,-0.1871,0.1571,107191500.0,50.5043,48.0036,46.4558,42.6543,24.9598,28.0073,37.85,38.66,37.78,38.6,38.6,2636100,0.0,1.0,MAS
2019-07-22,29063155.8803,100.0,14.2857,37.6146,38.8985,40.1824,38.0849,39.2273,40.3697,37.2855,38.526,39.7665,37.7392,38.936,40.1327,-145.0455,37.2047,37.2047,36.8288,37.2107,-0.0428,-0.207,0.1642,-0.0216,-0.1824,0.1607,0.0028,-0.1852,0.188,0.0381,-0.1658,0.2039,104555400.0,40.9858,41.3414,42.0737,42.6543,35.1853,17.1243,37.85,37.99,37.34,37.57,37.57,3464400,0.0,1.0,MAS
2019-07-19,30075826.6495,92.8571,21.4286,37.7334,38.925,40.1166,38.2011,39.2523,40.3036,37.4113,38.5578,39.7042,37.8567,38.9675,40.0783,-115.5674,37.201,37.201,36.8237,37.2043,0.0482,-0.1677,0.2159,0.0672,-0.1392,0.2063,0.0907,-0.1436,0.2343,0.1243,-0.121,0.2454,108019800.0,43.0769,46.0882,45.9636,47.1606,53.4297,29.7478,38.39,38.57,37.83,37.85,37.85,3168900,0.0,1.0,MAS
2019-07-18,33073434.7576,100.0,28.5714,37.8717,38.9655,40.0593,38.2344,39.2626,40.2907,37.4122,38.558,39.7038,37.8034,38.9525,40.1016,-139.8199,37.1945,37.1945,36.8136,37.1924,0.1352,-0.1227,0.2579,0.1205,-0.1206,0.2411,0.1518,-0.1184,0.2702,0.1776,-0.098,0.2756,111188700.0,45.8711,44.5595,44.4051,46.8786,66.8314,58.6838,38.3608,38.42,37.67,38.21,38.21,4152600,0.0,1.0,MAS
2019-07-17,31246290.7576,71.4286,35.7143,37.7193,38.933,40.1467,38.137,39.2426,40.3482,37.2874,38.532,39.7766,37.7384,38.9345,40.1305,-46.6297,37.1843,37.1843,36.805,37.1806,0.2076,-0.081,0.2886,0.2021,-0.0692,0.2713,0.2438,-0.056,0.2998,0.246,-0.0541,0.3001,115341300.0,49.338,53.1413,52.6963,56.2139,61.2538,71.8573,39.34,39.34,38.61,38.63,38.63,2158400,0.0,1.0,MAS
2019-07-16,33286422.2645,78.5714,42.8571,37.5966,38.894,40.1914,38.092,39.2146,40.3371,37.1542,38.4765,39.7988,37.6354,38.8715,40.1075,26.134,37.1697,37.1697,36.7868,37.1589,0.2542,-0.0546,0.3088,0.2096,-0.079,0.2886,0.262,-0.0519,0.3138,0.2301,-0.0836,0.3137,117499700.0,56.6236,54.2935,57.1214,54.4953,44.4473,69.953,39.14,39.4492,39.03,39.4,39.4,2821500,0.0,1.0,MAS
2019-07-15,31126908.0218,85.7143,50.0,37.4821,38.821,40.1599,38.0069,39.1666,40.3263,37.0953,38.418,39.7407,37.5798,38.831,40.0821,-33.4176,37.1473,37.1473,36.7643,37.139,0.2316,-0.0908,0.3225,0.205,-0.1034,0.3084,0.2386,-0.0882,0.3268,0.2267,-0.1079,0.3346,114678200.0,52.7534,50.7596,53.0222,51.3953,26.8688,41.9509,38.79,39.06,38.56,38.94,38.94,2039200,0.0,1.0,MAS
2019-07-12,30066524.0218,92.8571,57.1429,37.4313,38.7885,40.1457,38.0033,39.1641,40.3249,37.0626,38.3928,39.7229,37.5814,38.8325,40.0835,-68.4177,37.1293,37.1293,36.7462,37.1224,0.2462,-0.0989,0.3452,0.2358,-0.0984,0.3342,0.2531,-0.0957,0.3489,0.2547,-0.1068,0.3615,112639000.0,51.0793,48.9709,48.9745,45.9545,22.1492,21.4381,38.233,38.87,38.14,38.75,38.75,3103900,0.0,1.0,MAS
2019-07-11,27983084.2958,0.0,64.2857,37.4415,38.803,40.1645,38.0267,39.1796,40.3326,37.0735,38.3997,39.7259,37.6,38.8393,40.0786,-121.7145,37.113,37.113,36.7322,37.1113,0.2807,-0.0892,0.3699,0.291,-0.0678,0.3588,0.3108,-0.062,0.3728,0.3435,-0.0447,0.3882,109535100.0,45.0886,44.7536,45.9908,45.7213,31.4134,17.2173,38.21,38.44,37.85,38.12,38.12,3453200,0.12,1.0,MAS
2019-07-10,28275728.3636,0.0,71.4286,37.4489,38.8055,40.1621,38.01,39.1751,40.3402,37.0588,38.3945,39.7301,37.5597,38.8273,40.095,-52.4236,37.1029,37.1029,36.721,37.1002,0.3847,-0.0075,0.3922,0.401,0.0253,0.3757,0.4093,0.021,0.3883,0.4542,0.0548,0.3994,112988300.0,47.4885,54.1233,49.6136,55.4721,47.2957,27.7921,39.22,39.41,38.24,38.4,38.28,2925500,0.0,1.0,MAS
2019-07-09,30401091.6114,7.1429,78.5714,37.3842,38.7825,40.1808,37.921,39.1256,40.3301,36.999,38.3675,39.736,37.494,38.7763,40.0586,26.6051,37.0899,37.0899,36.7057,37.0789,0.4833,0.0892,0.3941,0.4369,0.0675,0.3694,0.4895,0.1065,0.383,0.4861,0.1004,0.3857,115913800.0,56.3398,53.8458,56.7441,57.0378,63.3909,49.2308,39.36,39.38,38.91,39.29,39.1672,2103200,0.0,1.0,MAS
2019-07-08,29103372.4625,14.2857,85.7143,37.2814,38.712,40.1426,37.8562,39.0826,40.3089,36.9447,38.3115,39.6783,37.4338,38.7153,39.9969,83.2519,37.0677,37.0677,36.6836,37.056,0.5116,0.1398,0.3718,0.4793,0.1268,0.3526,0.5165,0.1601,0.3564,0.5054,0.1448,0.3606,118017000.0,59.2188,60.1527,63.0205,60.0742,72.2924,64.8643,39.63,39.94,39.41,39.54,39.4164,1743600,0.0,1.0,MAS
2019-07-05,29991621.5191,21.4286,92.8571,37.2196,38.633,40.0464,37.7707,38.9936,40.2164,36.9061,38.2167,39.5273,37.3289,38.6168,39.9048,95.9791,37.0429,37.0429,36.6562,37.0301,0.5148,0.1779,0.3368,0.4695,0.1487,0.3209,0.4925,0.1761,0.3164,0.4952,0.1708,0.3244,119760600.0,62.7943,59.6035,60.8491,60.8542,76.5845,76.0777,39.7,39.87,39.14,39.84,39.7155,1481600,0.0,1.0,MAS
2019-07-03,28631796.8616,28.5714,100.0,37.1205,38.5125,39.9045,37.5565,38.8746,40.1926,36.7066,38.0962,39.4859,37.1463,38.4883,39.8303,153.6025,37.0148,37.0148,36.6312,37.0033,0.4808,0.1884,0.2924,0.4573,0.1736,0.2837,0.4822,0.2098,0.2724,0.4678,0.1861,0.2817,118279000.0,62.4434,62.9407,69.2384,62.9127,77.7379,75.9352,39.89,40.16,39.74,39.79,39.6657,2206600,0.0,1.0,MAS
2019-07-02,30313015.9092,35.7143,92.8571,37.0131,38.384,39.7549,37.4153,38.7381,40.0608,36.6886,37.9537,39.2189,37.1036,38.3633,39.623,132.7775,36.9869,36.9869,36.6,36.9743,0.4355,0.1902,0.2453,0.4055,0.1653,0.2403,0.401,0.181,0.2199,0.4068,0.1716,0.2352,116072400.0,61.7738,59.767,63.8371,59.6147,79.8965,77.7408,39.396,39.72,39.04,39.69,39.566,2374800,0.0,1.0,MAS
2019-07-01,28147757.0857,42.8571,100.0,36.932,38.259,39.586,37.2173,38.6136,40.0099,36.378,37.8022,39.2265,36.6557,38.194,39.7323,180.7004,36.9597,36.9597,36.5754,36.9499,0.3816,0.1839,0.1977,0.3784,0.1794,0.199,0.3627,0.188,0.1747,0.3732,0.1809,0.1923,113697600.0,60.9989,64.4244,65.2039,63.364,79.2419,79.5376,39.75,40.12,39.13,39.57,39.4463,2814800,0.0,1.0,MAS
2019-06-28,28460512.6412,50.0,100.0,36.4254,38.0605,39.6956,36.7181,38.4006,40.0831,35.8523,37.5972,39.3422,36.0587,37.96,39.8613,157.6517,36.9335,36.9335,36.5498,36.9218,0.3194,0.1677,0.1517,0.2975,0.1433,0.1541,0.2994,0.1718,0.1277,0.289,0.1419,0.1471,110882800.0,58.87,59.7858,64.0934,58.1115,79.1271,82.4112,38.99,39.4824,38.99,39.24,39.1174,6766300,0.0,1.0,MAS
2019-06-27,28355635.0529,57.1429,100.0,35.7997,37.8445,39.8893,36.1651,38.2004,40.2358,35.3732,37.3872,39.4013,35.6609,37.7845,39.9081,123.3207,36.9103,36.9103,36.5252,36.901,0.269,0.1592,0.1098,0.2548,0.1365,0.1183,0.2286,0.1439,0.0847,0.2546,0.1429,0.1116,104116500.0,57.2957,57.5075,60.2199,58.3158,75.5477,75.7768,39.01,39.2,38.53,39.0,38.8781,2184600,0.0,1.0,MAS
2019-06-26,27475273.8588,0.0,35.7143,35.5376,37.6865,39.8354,35.8978,38.0514,40.2051,35.1657,37.2432,39.3207,35.4572,37.635,39.8127,97.5991,36.8893,36.8893,36.5051,36.8798,0.2252,0.1552,0.07,0.2253,0.1412,0.0842,0.1817,0.1329,0.0488,0.2049,0.129,0.0759,101931900.0,56.5886,56.0755,56.5279,53.7063,76.2207,79.1932,38.4,39.025,38.14,38.89,38.7685,3164400,0.0,1.0,MAS
2019-06-25,25276284.0283,7.1429,42.8571,35.3325,37.538,39.7435,35.7307,37.9284,40.1262,34.9995,37.1258,39.2522,35.3078,37.53,39.7521,87.4462,36.8692,36.8692,36.4887,36.8645,0.1772,0.146,0.0312,0.2023,0.1534,0.0489,0.1588,0.1433,0.0155,0.2007,0.1571,0.0436,98767500.0,53.3965,57.2529,56.5279,59.2959,67.5632,71.673,38.96,39.14,38.14,38.4,38.28,2989900,0.0,1.0,MAS
2019-06-24,26711436.0283,0.0,50.0,35.2264,37.4415,39.6566,35.696,37.8364,39.9769,34.9451,37.0396,39.1341,35.3182,37.4435,39.5688,113.8303,36.8538,36.8538,36.4721,36.8435,0.1633,0.1686,-0.0053,0.1582,0.1477,0.0105,0.1274,0.1477,-0.0203,0.1353,0.131,0.0043,101757400.0,56.9687,55.9073,55.986,52.2019,57.2514,77.7959,38.1,38.96,38.08,38.85,38.7286,3341800,0.0,1.0,MAS
2019-06-21,24205086.0283,0.0,57.1429,35.244,37.363,39.482,35.666,37.7537,39.8414,34.9437,36.9831,39.0225,35.292,37.398,39.504,42.7893,36.8338,36.8338,36.4559,36.8308,0.0973,0.1448,-0.0474,0.118,0.1445,-0.0264,0.0915,0.1488,-0.0572,0.1375,0.1659,-0.0284,98415600.0,51.9988,52.264,55.076,56.2222,37.6802,53.2207,38.48,38.49,37.975,38.1,37.9809,3552100,0.0,1.0,MAS
2019-06-20,26032865.64,0.0,64.2857,35.203,37.303,39.403,35.6411,37.7036,39.7661,34.9391,36.9273,38.9156,35.2993,37.3465,39.3937,74.618,36.821,36.821,36.4406,36.8143,0.0881,0.1717,-0.0836,0.1129,0.1754,-0.0625,0.0551,0.1495,-0.0944,0.0996,0.1695,-0.0699,101967700.0,56.5252,54.8142,53.8959,52.7546,28.486,40.7377,38.09,38.775,37.835,38.66,38.5392,3468200,0.0,1.0,MAS
