,AD_Chaikin A/D,AROON_Aroon Down,AROON_Aroon Up,BBANDS_Real Lower Band,BBANDS_Real Middle Band,BBANDS_Real Upper Band,BBANDS_Real Lower Band,BBANDS_Real Middle Band,BBANDS_Real Upper Band,BBANDS_Real Lower Band,BBANDS_Real Middle Band,BBANDS_Real Upper Band,BBANDS_Real Lower Band,BBANDS_Real Middle Band,BBANDS_Real Upper Band,CCI_CCI,EMA_EMA,EMA_EMA,EMA_EMA,EMA_EMA,MACD_MACD,MACD_MACD_Hist,MACD_MACD_Signal,MACD_MACD,MACD_MACD_Hist,MACD_MACD_Signal,MACD_MACD,MACD_MACD_Hist,MACD_MACD_Signal,MACD_MACD,MACD_MACD_Hist,MACD_MACD_Signal,OBV_OBV,RSI_RSI,RSI_RSI,RSI_RSI,RSI_RSI,STOCH_SlowD,STOCH_SlowK,TIME_SERIES_DAILY_ADJUSTED_open,TIME_SERIES_DAILY_ADJUSTED_high,TIME_SERIES_DAILY_ADJUSTED_low,TIME_SERIES_DAILY_ADJUSTED_close,TIME_SERIES_DAILY_ADJUSTED_adjusted_close,TIME_SERIES_DAILY_ADJUSTED_volume,TIME_SERIES_DAILY_ADJUSTED_dividend_amount,TIME_SERIES_DAILY_ADJUSTED_split_coefficient,stock_symbol
2009-04-01,30605083.4505,0.0,71.4286,29.518,34.1475,38.777,29.9597,34.7,39.4403,28.8521,33.2145,37.5769,29.0124,33.7645,38.5165,-0.7844,49.2611,49.2611,48.2453,49.2874,0.1801,0.448,-0.2679,0.1346,0.4533,-0.3188,0.1357,0.4685,-0.3328,0.108,0.4961,-0.3881,-12619500.0,50.514,48.208,48.8579,47.2603,41.1049,20.084,34.52,35.6,34.21,35.44,26.9599,9288800,0.0,1.0,BA
2009-03-31,23454712.2275,7.1429,78.5714,29.0145,33.891,38.7675,29.4441,34.459,39.4739,28.2753,32.9595,37.6437,28.5016,33.5315,38.5613,29.7304,49.4,49.4,48.3863,49.4358,0.1966,0.5764,-0.3799,0.1954,0.6275,-0.4321,0.1801,0.6301,-0.45,0.1882,0.7003,-0.5122,-3330700.0,51.058,50.9549,52.9509,53.1376,63.8928,37.4363,35.9,36.24,35.05,35.58,27.0664,11549200,0.0,1.0,BA
2009-03-30,24716389.5384,0.0,85.7143,28.3907,33.58,38.7693,28.8684,34.1525,39.4366,27.7846,32.6595,37.5344,28.0514,33.2215,38.3915,47.9391,49.5389,49.5389,48.5204,49.5719,0.2005,0.7244,-0.524,0.2051,0.794,-0.589,0.1487,0.7561,-0.6075,0.1473,0.8346,-0.6873,-14879900.0,50.8473,54.2753,53.2467,56.5948,81.5337,65.7942,36.63,36.98,35.11,35.52,27.0207,10833800,0.0,1.0,BA
2009-03-27,30799539.271,0.0,92.8571,27.8825,33.2795,38.6765,28.5667,33.8536,39.1405,27.4244,32.37,37.3156,27.9273,32.938,37.9486,139.1088,49.6798,49.6798,48.6551,49.7019,0.2086,0.9137,-0.7051,0.139,0.9265,-0.7875,0.1002,0.8967,-0.7965,0.0187,0.9146,-0.8959,-4046100.0,58.7086,61.8054,64.113,65.2324,89.7582,88.4477,38.23,38.47,37.07,37.53,28.5498,7329000,0.0,1.0,BA
2009-03-26,33312339.271,0.0,100.0,27.8936,32.975,38.0564,28.6745,33.5486,38.4227,27.6248,32.0865,36.5482,28.2556,32.6415,37.0273,200.6096,49.8019,49.8019,48.7716,49.8172,0.0114,0.9449,-0.9335,-0.0989,0.9202,-1.0191,-0.1626,0.858,-1.0207,-0.3087,0.8159,-1.1245,3282900.0,63.8628,62.9483,63.5492,62.1843,81.0913,90.3592,37.32,38.68,36.91,38.66,29.4094,9544600,0.0,1.0,BA
2009-03-25,23983436.4461,0.0,100.0,28.3167,32.6775,37.0383,29.038,33.3456,37.6532,27.9829,31.8729,35.763,28.5674,32.5005,36.4335,191.3369,49.9139,49.9139,48.8908,49.9428,-0.3556,0.8141,-1.1698,-0.4226,0.8265,-1.2492,-0.4795,0.7557,-1.2352,-0.6293,0.6992,-1.3285,-6261700.0,59.1471,60.0402,60.1318,57.2509,65.425,90.4678,36.03,37.79,35.97,37.06,28.1922,12446200,0.0,1.0,BA
2009-03-24,21521550.7319,7.1429,100.0,28.5983,32.52,36.4417,29.3104,33.2196,37.1288,28.2623,31.7354,35.2086,28.654,32.4624,36.2708,149.6389,50.043,50.043,49.0207,50.0827,-0.656,0.7173,-1.3733,-0.739,0.7168,-1.4558,-0.7812,0.6429,-1.4241,-0.8981,0.6052,-1.5033,-18707900.0,55.9441,56.2026,55.3796,52.0755,44.4913,62.4469,34.88,36.72,34.82,36.1,27.462,8468300,0.0,1.0,BA
2009-03-23,18579930.7319,0.0,100.0,28.6768,32.487,36.2972,29.4086,33.1751,36.9415,28.3604,31.6889,35.0175,28.6834,32.4404,36.1974,101.9013,50.1832,50.1832,49.1634,50.2355,-0.932,0.6206,-1.5526,-1.0232,0.6118,-1.635,-1.0379,0.547,-1.5849,-1.1111,0.5435,-1.6546,-27176200.0,53.8439,51.2452,46.2172,42.6583,41.5349,43.3604,33.2,35.5,33.05,35.5,27.0055,8223900,0.0,1.0,BA
2009-03-20,10356030.7319,7.1429,71.4286,28.7649,32.435,36.1051,29.2774,33.2394,37.2014,28.2742,31.7539,35.2337,28.427,32.6169,36.8068,30.1838,50.3307,50.3307,49.3253,50.4067,-1.2097,0.498,-1.7078,-1.2467,0.5412,-1.788,-1.1701,0.5515,-1.7216,-1.1956,0.5948,-1.7905,-35400100.0,41.0037,41.0961,43.0906,42.7512,49.486,27.6665,33.22,33.5,32.54,32.55,24.7614,11323000,0.0,1.0,BA
2009-03-19,21443134.8985,14.2857,78.5714,28.5821,32.623,36.6639,29.1019,33.4244,37.7469,28.0914,31.893,35.6945,28.2379,32.7924,37.3468,57.9102,50.5094,50.5094,49.494,50.5794,-1.2462,0.5861,-1.8323,-1.3103,0.613,-1.9233,-1.27,0.5895,-1.8595,-1.2882,0.6509,-1.9392,-24077100.0,43.4381,43.7157,45.1453,45.7078,66.021,53.5779,33.86,34.12,32.97,33.19,25.2483,10427300,0.0,1.0,BA
2009-03-18,27880859.2463,21.4286,85.7143,28.263,32.842,37.421,28.7602,33.6534,38.5467,27.6287,32.1155,36.6023,27.8871,33.0114,38.1357,76.0574,50.6835,50.6835,49.6601,50.7474,-1.3398,0.639,-1.9788,-1.4355,0.641,-2.0765,-1.4228,0.5841,-2.0069,-1.4528,0.6491,-2.1019,-13649800.0,45.6396,46.5131,42.3555,47.7689,75.8612,67.2136,34.29,34.75,32.5,33.75,25.6743,15879900,0.0,1.0,BA
2009-03-17,26116425.913,28.5714,0.0,27.964,33.0535,38.143,28.4899,33.8544,39.2189,27.2601,32.3785,37.4968,27.5465,33.2354,38.9242,94.1786,50.8537,50.8537,49.8325,50.9128,-1.4968,0.6417,-2.1385,-1.6385,0.5982,-2.2368,-1.5492,0.6036,-2.1529,-1.6856,0.5786,-2.2642,2230100.0,48.4491,44.9021,45.8574,45.8167,83.5736,77.2715,33.92,34.44,33.26,34.44,26.1992,5270900,0.0,1.0,BA
2009-03-16,20845525.913,35.7143,0.0,27.6726,33.253,38.8334,28.1733,34.1194,40.0655,26.9033,32.6305,38.3577,27.2065,33.5139,39.8213,93.9726,51.0187,51.0187,49.9991,51.0836,-1.7457,0.5533,-2.2989,-1.8423,0.544,-2.3863,-1.7655,0.5383,-2.3038,-1.9204,0.4884,-2.4088,-3040800.0,45.7054,47.1124,46.4201,44.8861,89.7839,83.0985,33.74,34.96,33.38,33.83,25.7351,7157200,0.0,1.0,BA
2009-03-13,23925839.8371,42.8571,0.0,27.1763,33.5855,39.9947,27.7357,34.4309,41.1261,26.4134,32.956,39.4985,26.9275,33.8214,40.7153,63.9484,51.1914,51.1914,50.1661,51.2579,-1.9758,0.4614,-2.4373,-2.1286,0.3938,-2.5223,-2.0281,0.4103,-2.4384,-2.1739,0.357,-2.5309,-10198000.0,43.7457,42.7874,44.0285,44.7883,92.2369,90.3507,33.72,34.1,32.93,33.4,25.408,7434000,0.0,1.0,BA
2009-03-12,25387224.4524,50.0,0.0,26.9423,33.9085,40.8747,27.6094,34.7254,41.8414,26.252,33.2385,40.225,26.7784,34.1145,41.4505,46.7953,51.3702,51.3702,50.3394,51.4342,-2.1971,0.3555,-2.5526,-2.3754,0.2454,-2.6208,-2.2879,0.2531,-2.5409,-2.4639,0.1563,-2.6202,-2764000.0,44.5442,40.963,41.099,41.3525,88.1714,95.9024,33.0091,33.75,32.39,33.63,25.583,6133200,0.0,1.0,BA
2009-03-11,20336353.8642,57.1429,0.0,26.7395,34.2435,41.7475,27.5103,35.0759,42.6416,26.07,33.6121,41.1541,26.6671,34.4895,42.312,30.0637,51.5485,51.5485,50.5198,51.6194,-2.4709,0.1706,-2.6415,-2.6203,0.0618,-2.6821,-2.5312,0.073,-2.6042,-2.7257,-0.0664,-2.6593,-8897200.0,43.0328,40.7122,41.099,39.2837,72.3103,90.4575,32.59,33.7,32.39,33.27,25.3091,10823100,0.0,1.0,BA
2009-03-10,16618495.0856,64.2857,0.0,26.6684,34.5905,42.5126,27.3557,35.5024,43.6491,25.9802,33.9936,42.0069,26.6202,34.9245,43.2288,-2.9867,51.7322,51.7322,50.702,51.8106,-2.7478,-0.0637,-2.6841,-2.8896,-0.1921,-2.6976,-2.805,-0.1825,-2.6225,-2.9775,-0.3349,-2.6427,-19720300.0,41.9721,37.3512,35.3146,33.1737,51.7873,78.1544,31.42,33.02,31.32,33.01,25.1113,11501700,0.0,1.0,BA
2009-03-09,5252109.2032,71.4286,0.0,26.4325,35.08,43.7275,27.2707,36.0224,44.7741,25.8423,34.5496,43.2568,26.6836,35.4935,44.3035,-52.1728,51.9204,51.9204,50.8968,52.0155,-3.0349,-0.3666,-2.6682,-3.1222,-0.4726,-2.6495,-3.0047,-0.4279,-2.5768,-3.1366,-0.5776,-2.5589,-31222000.0,33.02,28.7464,26.8342,24.4893,29.941,48.3191,29.98,31.46,29.96,31.0,23.5823,12407200,0.0,1.0,BA
2009-03-06,454658.5366,78.5714,0.0,26.6028,35.676,44.7492,27.5425,36.6329,45.7233,26.1112,35.1641,44.217,27.1854,36.1205,45.0557,-81.7043,52.1306,52.1306,51.1072,52.237,-3.1524,-0.5758,-2.5766,-3.2147,-0.6833,-2.5314,-3.0774,-0.6075,-2.4699,-3.1473,-0.7328,-2.4145,-43629200.0,28.4292,20.5635,22.9004,22.0731,17.2261,28.8885,29.61,30.2,29.39,30.1,22.8976,13134300,0.0,1.0,BA
2009-03-05,-9436604.4264,85.7143,7.1429,27.1181,36.307,45.4959,28.2738,37.2784,46.283,26.7825,35.7256,44.6687,27.9969,36.7275,45.4582,-102.4883,52.352,52.352,51.3254,52.4644,-3.1649,-0.7323,-2.4326,-3.1577,-0.7972,-2.3606,-3.0674,-0.7494,-2.318,-3.0776,-0.8462,-2.2313,-56763500.0,24.6459,19.3346,20.6771,19.5537,8.5572,12.6154,29.22,30.02,29.07,29.39,22.3575,11675700,0.0,1.0,BA
2009-03-04,-5626639.1632,92.8571,14.2857,28.0086,36.936,45.8634,29.2456,37.9259,46.6062,27.6021,36.3566,45.1111,29.0597,37.3725,45.6853,-108.0602,52.5828,52.5828,51.5491,52.698,-3.0626,-0.8131,-2.2495,-3.0208,-0.8595,-2.1613,-2.9774,-0.8468,-2.1306,-2.9041,-0.8843,-2.0198,-45087800.0,26.3199,20.583,20.7466,20.5669,4.9322,10.1746,29.86,30.78,29.11,30.31,23.0574,11627500,0.0,1.0,BA
2009-03-03,-10709318.804,100.0,0.0,28.8739,37.525,46.1761,30.2722,38.5084,46.7446,28.653,36.9391,45.2252,30.2191,37.952,45.6849,-136.641,52.8067,52.8067,51.7746,52.9276,-2.9811,-0.9348,-2.0463,-2.8794,-0.933,-1.9464,-2.8234,-0.9045,-1.9189,-2.7056,-0.9068,-1.7987,-56715300.0,21.1868,16.1511,20.3741,19.5998,3.1956,2.8817,29.7,30.11,29.05,29.36,22.3347,10433300,0.0,1.0,BA
2009-03-02,-6378515.0304,100.0,0.0,30.2011,38.097,45.9929,31.7101,39.0894,46.4687,29.9423,37.492,45.0417,31.6553,38.5535,45.4518,-152.7594,53.0423,53.0423,52.003,53.161,-2.737,-0.9244,-1.8126,-2.5889,-0.8757,-1.7132,-2.5796,-0.8868,-1.6928,-2.3965,-0.8245,-1.572,-46282000.0,21.4055,17.3473,20.7822,21.5154,7.3365,1.7404,30.96,31.0016,29.32,29.51,22.4488,13956800,0.0,1.0,BA
2009-02-27,4424299.8209,100.0,0.0,31.7007,38.737,45.7733,33.1551,39.6638,46.1726,31.3993,38.0575,44.7157,33.0379,39.0435,45.0491,-140.0231,53.2788,53.2788,52.231,53.3841,-2.4009,-0.8195,-1.5815,-2.2712,-0.777,-1.4942,-2.2584,-0.7873,-1.4711,-2.0955,-0.7296,-1.3659,-32325200.0,24.4159,19.3945,24.2582,23.814,11.9113,4.9646,32.3,32.37,31.4,31.44,23.917,11789000,0.0,1.0,BA
2009-02-26,15241011.1611,100.0,7.1429,32.9732,39.2005,45.4278,34.477,40.1833,45.8896,32.5284,38.506,44.4836,34.2149,39.5665,44.9182,-129.3117,53.4983,53.4983,52.4403,53.596,-2.1335,-0.7569,-1.3766,-1.972,-0.672,-1.3,-2.0273,-0.753,-1.2743,-1.8173,-0.6338,-1.1835,-20536200.0,26.7113,23.6571,26.7309,28.4471,15.8852,15.3045,34.5,34.62,32.6388,32.71,24.8831,8771600,0.0,1.0,BA
2009-02-25,23382528.7768,100.0,14.2857,34.0254,39.727,45.4286,35.2898,40.6723,46.0548,33.4047,39.0121,44.6194,34.9407,40.015,45.0894,-132.6842,53.7072,53.7072,52.6394,53.7879,-1.8905,-0.7031,-1.1874,-1.7905,-0.6585,-1.132,-1.829,-0.743,-1.086,-1.6597,-0.6347,-1.025,-11764600.0,29.1127,25.1392,27.973,30.3623,13.3253,15.4648,35.2682,35.27,33.22,33.91,25.796,11683900,0.0,1.0,BA
2009-02-24,27201169.2646,100.0,21.4286,34.9662,40.1925,45.4188,36.1529,41.1068,46.0607,34.319,39.4951,44.6711,35.647,40.4161,45.1852,-133.5268,53.9062,53.9062,52.8345,53.9741,-1.675,-0.6634,-1.0116,-1.599,-0.6316,-0.9674,-1.6086,-0.7083,-0.9003,-1.5127,-0.6464,-0.8663,-80700.0,32.5804,26.4657,29.4373,25.3295,11.198,16.8862,34.44,35.83,33.89,35.44,26.9599,10815100,0.0,1.0,BA
2009-02-23,20734408.4398,100.0,28.5714,35.6912,40.571,45.4508,37.0586,41.5038,45.949,35.3039,39.9036,44.5032,36.843,40.8171,44.7912,-159.6103,54.0918,54.0918,53.0249,54.1704,-1.5314,-0.6857,-0.8457,-1.3883,-0.5789,-0.8095,-1.372,-0.6488,-0.7232,-1.2187,-0.514,-0.7047,-10895800.0,27.4398,28.8833,30.4536,31.1008,7.0915,7.625,36.73,36.7867,34.35,34.46,26.2144,9519200,0.0,1.0,BA
2009-02-20,29394148.2008,100.0,35.7143,36.9252,40.947,44.9688,37.8949,41.8065,45.718,36.3896,40.2316,44.0735,37.5218,41.0261,44.5304,-169.8117,54.2891,54.2891,53.2126,54.3457,-1.226,-0.5517,-0.6743,-1.1967,-0.5319,-0.6647,-1.0969,-0.5358,-0.561,-1.0589,-0.4827,-0.5762,-1376600.0,31.6731,29.982,32.6632,31.1008,9.9919,9.0827,36.73,37.2,35.3207,36.31,27.6217,10598900,0.0,1.0,BA
2009-02-19,28834161.1501,100.0,42.8571,37.7999,41.2445,44.6891,38.7785,42.084,45.3895,37.3981,40.524,43.6499,38.3713,41.2761,44.1809,-142.7395,54.4698,54.4698,53.3924,54.5227,-1.0068,-0.4704,-0.5364,-0.9767,-0.4449,-0.5318,-0.8286,-0.4015,-0.4271,-0.8395,-0.384,-0.4556,9222300.0,35.0975,34.3908,38.2344,35.7293,14.4878,4.5669,38.24,38.7,37.42,37.57,28.5802,5466700,0.0,1.0,BA
2009-02-18,33019603.3376,100.0,0.0,38.4539,41.4795,44.5051,39.3502,42.269,45.1877,37.8546,40.6531,43.4517,38.8352,41.4016,43.968,-164.9113,54.6396,54.6396,53.553,54.6864,-0.8406,-0.4218,-0.4188,-0.8345,-0.4139,-0.4205,-0.6879,-0.3612,-0.3267,-0.7011,-0.3415,-0.3596,14689000.0,36.2828,34.6113,39.241,37.5506,21.4875,16.326,38.77,38.77,37.76,37.98,28.8921,6324500,0.0,1.0,BA
2009-02-17,36588875.6148,100.0,7.1429,38.9719,41.5985,44.2251,40.0267,42.4675,44.9083,38.2974,40.7751,43.2529,39.2903,41.5671,43.8439,-158.0037,54.8071,54.8071,53.7117,54.8463,-0.658,-0.3447,-0.3133,-0.6479,-0.3309,-0.317,-0.5329,-0.2966,-0.2364,-0.5681,-0.2939,-0.2742,21013500.0,37.5761,37.7242,40.8261,40.1313,20.784,22.5705,39.49,39.74,38.3,38.43,29.2344,6949100,0.0,1.0,BA
2009-02-13,42283277.0037,92.8571,14.2857,39.5916,41.8,44.0084,40.5287,42.633,44.7372,38.7092,40.9121,43.1151,39.595,41.6651,43.7352,-79.7191,54.9717,54.9717,53.8666,55.0007,-0.4612,-0.234,-0.2271,-0.4991,-0.2648,-0.2343,-0.3824,-0.2202,-0.1622,-0.4635,-0.2628,-0.2007,27962600.0,44.2482,43.1055,45.8949,41.6064,23.1466,25.5659,39.89,41.19,39.89,40.48,30.7939,5483500,0.0,1.0,BA
2009-02-12,42789446.2345,100.0,21.4286,39.6636,41.824,43.9844,40.5984,42.6535,44.7085,38.6491,40.8931,43.1372,39.7975,41.7241,43.6508,-164.6443,55.1173,55.1173,54.007,55.1525,-0.412,-0.2434,-0.1686,-0.4496,-0.2815,-0.1681,-0.3465,-0.2394,-0.1072,-0.3639,-0.2288,-0.135,22479100.0,41.3222,36.1008,40.2163,40.0309,31.9165,14.2156,39.5821,39.99,38.58,39.86,30.3223,6028900,0.0,1.0,BA
2009-02-11,37872258.2912,100.0,28.5714,39.9021,41.891,43.8799,41.0632,42.753,44.4428,39.0294,41.0076,42.9859,40.1818,41.839,43.4962,-144.8203,55.2706,55.2706,54.1621,55.309,-0.2801,-0.1724,-0.1078,-0.2577,-0.16,-0.0977,-0.1624,-0.115,-0.0473,-0.2001,-0.1223,-0.0778,28508000.0,42.9073,38.9587,44.4556,43.3002,53.5591,29.6583,40.51,40.76,39.8618,40.33,30.6798,6519300,0.0,1.0,BA
2009-02-10,37595141.4135,0.0,35.7143,40.1299,41.9975,43.8651,41.4366,42.896,44.3553,39.1709,41.1046,43.0382,40.3135,41.9825,43.6515,-133.3941,55.4208,55.4208,54.3058,55.4577,-0.1556,-0.0909,-0.0647,-0.0874,-0.0297,-0.0577,-0.0555,-0.0369,-0.0186,-0.0827,-0.0354,-0.0473,21988700.0,42.3833,45.3186,44.9992,46.2484,69.3414,51.8754,41.29,42.23,40.02,40.21,30.5885,9999200,0.0,1.0,BA
2009-02-09,45875021.9565,7.1429,42.8571,40.3488,42.174,43.9992,41.4339,43.007,44.5801,39.196,41.2631,43.3302,40.2199,42.132,44.0441,68.8656,55.5737,55.5737,54.4494,55.6001,0.0179,0.0598,-0.042,-0.0185,0.0318,-0.0503,0.0657,0.0751,-0.0094,-0.011,0.0274,-0.0384,31987900.0,51.9367,51.6577,54.4584,52.6986,74.0776,79.1434,42.8,43.42,42.44,42.8,32.5588,5088300,0.0,1.0,BA
2009-02-06,47224979.0994,14.2857,50.0,40.1921,42.2565,44.3209,41.2689,43.0935,44.9181,39.0146,41.3376,43.6605,40.007,42.232,44.457,88.3809,55.702,55.702,54.5701,55.7288,-0.0247,0.0322,-0.0569,-0.0513,0.0069,-0.0583,-0.027,0.0011,-0.0281,-0.0731,-0.0279,-0.0452,37076200.0,52.4453,53.1068,53.7529,51.5348,61.8486,77.0055,42.52,43.67,42.2509,42.92,32.6501,6334200,0.0,1.0,BA
2009-02-05,47585903.4567,0.0,57.1429,40.0213,42.35,44.6787,41.1801,43.155,45.1299,38.8704,41.419,43.9677,39.8972,42.331,44.7648,11.8365,55.8305,55.8305,54.6939,55.8615,-0.0909,-0.0259,-0.065,-0.118,-0.058,-0.06,-0.1257,-0.0973,-0.0284,-0.1228,-0.0845,-0.0383,30742000.0,51.7135,50.2011,47.2041,48.2855,48.452,66.084,41.75,43.11,40.62,42.72,32.4979,9021100,0.0,1.0,BA
2009-02-04,41390690.2037,7.1429,64.2857,39.8995,42.452,45.0045,41.0344,43.28,45.5256,38.8116,41.5965,44.3814,39.8009,42.4985,45.1961,27.2908,55.9623,55.9623,54.8353,56.0034,-0.1537,-0.0952,-0.0585,-0.1444,-0.0989,-0.0455,-0.0837,-0.0796,-0.0041,-0.106,-0.0888,-0.0171,21720900.0,48.9796,49.4743,51.6609,49.7745,34.502,42.4564,42.12,42.97,41.69,41.97,31.9274,6729000,0.42,1.0,BA
2009-02-03,45175752.7037,14.2857,71.4286,39.6264,42.669,45.7116,40.7194,43.4815,46.2435,38.5227,41.787,45.0514,39.4468,42.735,46.0232,-12.2902,56.1029,56.1029,54.9674,56.1429,-0.1553,-0.1206,-0.0347,-0.1617,-0.1409,-0.0208,-0.1379,-0.1538,0.0158,-0.1207,-0.1258,0.0051,28449900.0,49.3951,46.6875,47.6736,47.0278,34.0541,36.8155,41.45,42.43,40.76,42.09,31.6992,7220800,0.0,1.0,BA
2009-02-02,40895158.6917,21.4286,0.0,39.4855,42.873,46.2605,40.6294,43.7005,46.7716,38.5109,41.989,45.4672,39.4956,42.9375,46.3794,-99.8786,56.2437,56.2437,55.1102,56.2906,-0.1673,-0.1627,-0.0046,-0.1264,-0.1409,0.0145,-0.1104,-0.1647,0.0542,-0.0695,-0.106,0.0365,21229100.0,44.7135,42.8963,44.7035,48.0474,39.1712,24.234,41.73,41.73,40.1078,40.8,30.7276,8107400,0.0,1.0,BA
2009-01-30,42083771.3365,28.5714,0.0,39.6973,43.0955,46.4937,40.8588,43.892,46.9251,38.7398,42.1226,45.5054,39.5928,42.991,46.3892,-29.2496,56.3989,56.3989,55.261,56.4369,-0.0488,-0.0849,0.0361,-0.0083,-0.0579,0.0497,-0.0073,-0.1027,0.0954,-0.0316,-0.0946,0.063,29336500.0,49.7124,46.2069,46.6731,44.1521,56.4145,41.1126,40.76,42.4895,40.63,42.31,31.8649,9098000,0.0,1.0,BA
2009-01-29,34742381.4563,35.7143,7.1429,39.7284,43.1135,46.4986,40.9291,43.92,46.9109,38.8393,42.1661,45.493,39.7253,43.0325,46.3397,-74.9751,56.5405,56.5405,55.4081,56.5944,-0.0505,-0.1079,0.0573,0.0653,0.0011,0.0642,0.0713,-0.0498,0.1211,0.1159,0.0292,0.0867,20238500.0,43.497,47.4171,45.5642,51.5525,67.8235,52.1669,42.76,42.76,40.37,40.71,30.6598,8446500,0.0,1.0,BA
2009-01-28,40785693.1718,42.8571,0.0,39.8246,43.1405,46.4564,40.6887,43.849,47.0093,38.7426,42.1381,45.5337,39.3496,42.8985,46.4474,57.8206,56.6996,56.6996,55.5592,56.7335,0.1108,0.0265,0.0843,0.1307,0.0668,0.0639,0.197,0.0634,0.1336,0.0989,0.0195,0.0793,28685000.0,53.1409,55.6182,55.3971,54.5675,75.1459,75.9639,43.47,44.4,42.76,43.24,32.5653,8071100,0.0,1.0,BA
2009-01-27,44132246.8303,50.0,0.0,39.3901,42.978,46.5659,40.1989,43.6565,47.1141,38.4061,41.9751,45.5442,39.0424,42.744,46.4456,39.9507,56.8349,56.8349,55.6878,56.8668,0.0576,-0.0201,0.0776,0.0453,-0.0019,0.0472,0.1112,-0.0065,0.1177,0.0034,-0.071,0.0745,20613900.0,53.0645,53.6197,55.9602,53.9333,74.329,75.3399,43.29,43.96,42.88,43.22,32.5502,5218900,0.0,1.0,BA
2009-01-26,46065172.7562,57.1429,7.1429,39.1035,42.8435,46.5835,39.8066,43.493,47.1794,38.1506,41.8191,45.4877,38.6561,42.5675,46.4789,3.0792,56.9718,56.9718,55.8165,57.0032,-0.0092,-0.0918,0.0827,-0.0196,-0.0673,0.0477,-0.0121,-0.1314,0.1193,-0.1001,-0.1923,0.0922,15395000.0,52.3064,52.7669,52.9242,51.0047,68.808,74.1338,42.46,43.77,42.06,43.01,32.392,4659200,0.0,1.0,BA
2009-01-23,45547483.8673,64.2857,14.2857,38.777,42.699,46.621,39.4779,43.344,47.2101,37.9713,41.7181,45.465,38.4154,42.4565,46.4976,-49.0221,57.1121,57.1121,55.9548,57.1494,-0.0729,-0.1785,0.1056,-0.0828,-0.1473,0.0645,-0.0857,-0.2379,0.1522,-0.1463,-0.2866,0.1403,10735800.0,48.5198,48.4595,48.2813,44.9343,61.6927,73.5133,40.91,42.84,40.91,41.98,31.6163,5755600,0.0,1.0,BA
2009-01-22,44921226.8725,71.4286,21.4286,38.54,42.6075,46.675,39.3326,43.277,47.2214,37.8418,41.6641,45.4864,38.4558,42.4735,46.4912,-50.009,57.2642,57.2642,56.106,57.3126,-0.0482,-0.1985,0.1502,-0.0675,-0.1688,0.1013,-0.0615,-0.2731,0.2116,-0.0453,-0.2572,0.2119,16491400.0,49.5121,48.0337,49.3021,47.8464,48.978,58.777,41.73,42.75,41.17,42.26,31.8272,6590800,0.0,1.0,BA
2009-01-21,42418391.4295,78.5714,28.5714,38.4335,42.5505,46.6675,39.2078,43.2175,47.2272,37.7196,41.6056,45.4916,38.3348,42.4195,46.5042,-72.6663,57.4149,57.4149,56.2561,57.4692,-0.0446,-0.2445,0.1999,-0.0379,-0.1814,0.1435,-0.0561,-0.336,0.2799,0.0008,-0.2755,0.2762,23082200.0,49.5457,46.4355,44.4001,43.8047,39.7341,52.788,40.75,42.4,40.0024,42.27,31.8347,6933100,0.0,1.0,BA
2009-01-20,36237138.0671,0.0,35.7143,38.3436,42.499,46.6544,39.2069,43.217,47.2271,37.8279,41.6555,45.4831,38.4025,42.448,46.4935,-86.4955,57.5672,57.5672,56.4195,57.6373,-0.0403,-0.3013,0.261,0.0361,-0.1528,0.1889,0.0705,-0.2934,0.3639,0.1593,-0.1858,0.3451,16149100.0,42.6413,47.7604,45.085,48.5457,27.7762,35.369,42.08,42.74,40.2,40.36,30.3962,9636800,0.0,1.0,BA
2009-01-16,44659853.0277,7.1429,42.8571,38.4412,42.5345,46.6278,39.1109,43.1675,47.2241,37.8838,41.68,45.4761,38.3362,42.4095,46.4828,-38.0965,57.7401,57.7401,56.5825,57.7936,0.1602,-0.1762,0.3363,0.0954,-0.1317,0.2271,0.211,-0.2262,0.4372,0.224,-0.1676,0.3916,25785900.0,49.5662,48.9428,48.0091,45.9738,20.3719,31.0454,41.45,43.05,41.04,42.46,31.9778,9310800,0.0,1.0,BA
2009-01-15,40815094.8188,14.2857,50.0,38.3162,42.4625,46.6088,38.9686,43.09,47.2114,37.7898,41.6355,45.4812,38.3061,42.395,46.4839,-83.8934,57.8937,57.8937,56.7387,57.9579,0.1999,-0.1804,0.3804,0.1381,-0.1219,0.26,0.3017,-0.1921,0.4938,0.3674,-0.0661,0.4335,16475100.0,43.478,42.7916,41.6034,44.4177,15.5821,16.9141,41.07,41.6,39.51,40.96,30.8481,8464900,0.0,1.0,BA
2009-01-14,37534439.7948,21.4286,57.1429,38.4113,42.5095,46.6077,39.0139,43.11,47.2061,37.5415,41.57,45.5985,38.0168,42.302,46.5872,-58.5843,58.0639,58.0639,56.9118,58.1276,0.4005,-0.025,0.4255,0.3383,0.0478,0.2904,0.5688,0.0269,0.5418,0.5838,0.1338,0.45,24940000.0,44.272,44.0841,46.3132,47.103,18.8702,13.1563,41.88,41.98,40.87,41.2,31.0289,7354900,0.0,1.0,BA
