,aroon_down,aroon_up,aroon_bandwidth,bbands_lower,bbands_upper,bbandwidth_100,cci,macd_hist,obv,rsi,sma_100,sma_20,stoch,today_value,crudeoil_open,dollar_open,fedfund_open,gold_open,treasury_3_month,treasury_10_year,tomorrow_value
2014-10-23,76.0,4.0,-72.0,169.7755,183.7225,7.890850867614526,78.8158,0.4665,57811540.0,52.9858,179.9168,176.74900000000005,90.6157,160.7832,79.29,86.045,99.495,1241.7,0.01,2.29,161.9886
2014-10-22,80.0,8.0,-72.0,169.7435,183.8855,7.998212816256583,40.7957,0.1871,55999116.0,48.2217,179.8962,176.8145,83.9431,158.9571,79.88,85.66,99.47,1248.9,0.02,2.25,160.7832
2014-10-21,84.0,12.0,-72.0,169.5634,184.6936,8.541934245477155,36.0817,-0.0382,58373349.0,51.087,179.89700000000005,177.1285,68.0886,160.0456,79.6,85.275,99.49,1246.8,0.02,2.23,158.9571
2014-10-20,88.0,16.0,-72.0,169.5084,185.1096,8.798876537570006,-38.3318,-0.4874,55489074.0,42.1434,179.8833,177.30900000000003,46.2518,156.9961,80.0,85.61,99.45,1239.1,0.02,2.2,160.0456
2014-10-17,92.0,20.0,-72.0,169.6996,185.7214,9.015674369269112,-64.8423,-0.7883,54107890.0,36.7588,179.9012,177.7105,27.4958,155.4669,79.92,85.25,99.48,1239.5,0.02,2.22,156.9961
2014-10-16,96.0,24.0,-72.0,170.0545,186.5695,9.261855623850337,-135.6803,-1.001,51848447.0,29.1605,179.9261,178.312,13.2035,153.5689,77.96,85.205,99.52,1242.2,0.03,2.17,155.4669
2014-10-15,100.0,28.0,-72.0,171.0492,187.0068,8.913466050003343,-190.1275,-1.0165,56301075.0,29.3311,179.9739,179.028,6.0161,153.6679,80.31,86.205,99.425,1233.3,0.02,2.15,153.5689
2014-10-14,100.0,32.0,-68.0,172.3714,187.0096,8.146340513271436,-177.6535,-0.9457,61761663.0,31.3103,180.0103,179.6905,11.7142,154.8193,82.92,85.65,99.42,1237.3,0.02,2.21,153.6679
2014-10-13,100.0,36.0,-64.0,173.6341,186.9179,7.368590383633991,-216.5245,-0.8658,59329732.0,30.3557,180.0267,180.276,22.4894,154.5674,82.67,86.0,99.355,1224.8,0.015,2.26,154.8193
2014-10-10,100.0,40.0,-60.0,175.3603,186.2547,6.025413768787256,-173.62400000000005,-0.6229,61438934.0,34.983000000000004,180.0412,180.8075,39.9782,157.1491,82.02,85.78,99.32,1224.0,0.01,2.31,154.5674
2014-10-09,96.0,44.0,-52.0,176.4878,185.9152,5.202716313054807,-113.0354,-0.4641,63908935.0,38.7689,180.0121,181.2015,47.1596,158.9302,84.2,85.555,99.3,1221.1,0.01,2.34,157.1491
2014-10-08,100.0,48.0,-52.0,177.2081,185.8939,4.784220411895281,-72.0851,-0.3642,65337506.0,47.554,179.9746,181.551,54.2674,162.2045,84.48,86.0,99.23,1209.8,0.01,2.35,158.9302
2014-10-07,88.0,52.0,-36.0,177.3264,186.0936,4.824830774310716,-126.0679,-0.5375,63439992.0,36.1037,179.8948,181.71,48.3316,159.4159,85.72,86.13,99.17,1207.8,0.02,2.36,162.2045
2014-10-06,92.0,56.0,-36.0,178.1016,185.8744,4.271050838516835,-53.4323,-0.4473,64370800.0,44.0556,179.8393,181.988,38.6667,161.8986,85.21,86.83,99.15,1192.0,0.02,2.43,159.4159
2014-10-03,96.0,60.0,-36.0,178.3243,186.0507,4.240905660377365,-72.5857,-0.5428,65677764.0,44.7857,179.7718,182.1875,28.1806,162.0965,85.67,85.95,99.175,1213.9,0.01,2.45,161.8986
2014-10-02,100.0,64.0,-36.0,178.5305,186.2685,4.242336190614558,-169.9407,-0.6695,64460357.0,35.8572,179.7105,182.3995,27.5868,160.3064,86.74,86.145,99.195,1213.4,0.01,2.44,162.0965
2014-10-01,100.0,68.0,-32.0,179.2844,186.0496,3.703569883996558,-174.1595,-0.6124,65724148.0,35.8843,179.6675,182.667,29.3896,160.3154,87.34,86.275,99.245,1209.4,0.02,2.42,160.3064
2014-09-30,96.0,72.0,-24.0,180.219,185.679,2.9844382860797314,-101.1998,-0.4729,68104433.0,43.036,179.6081,182.949,30.0387,162.4473,89.49,85.905,99.24,1215.7,0.02,2.52,160.3154
2014-09-29,100.0,76.0,-24.0,180.5819,185.6511,2.768292316639966,-128.6999,-0.4562,68872598.0,44.9673,179.52200000000005,183.1165,22.7583,162.9421,89.37,86.025,99.24,1219.1,0.02,2.5,162.4473
2014-09-26,96.0,80.0,-16.0,180.8685,185.6495,2.6088759624356666,-131.3259,-0.4531,70355470.0,46.2281,179.4325,183.259,19.631,163.2659,89.78,85.6975,99.28,1222.1,0.01,2.54,162.9421
2014-09-25,100.0,84.0,-16.0,181.1094,185.6126,2.4559202883928384,-182.7003,-0.4544,69438587.0,39.9285,179.3293,183.361,20.6667,161.9616,89.42,85.37,99.24,1217.3,0.01,2.52,163.2659
2014-09-24,100.0,88.0,-12.0,181.8794,185.2056,1.812223327022352,-86.8316,-0.2798,71041585.0,51.2281,179.2556,183.5425,37.115,164.6062,89.58,84.875,99.26,1223.2,0.02,2.57,161.9616
2014-09-23,0.0,92.0,92.0,181.9337,185.2233,1.7919309723088528,-143.5823,-0.28800000000000003,70073100.0,43.9083,179.1489,183.5785,58.4677,163.2929,89.27,84.96,99.25,1214.9,0.01,2.54,164.6062
2014-09-22,0.0,96.0,96.0,182.3291,185.0309,1.4709277003484273,-78.3553,-0.1401,70825316.0,48.6959,179.0596,183.68,77.13,164.2194,89.82,84.945,99.24,1216.4,0.01,2.57,163.2929
2014-09-19,4.0,100.0,96.0,182.3398,185.0252,1.4619792304656216,158.0465,-0.01,71662055.0,62.9221,178.9599,183.6825,76.9441,165.4942,89.91,84.52,99.225,1225.6,0.02,2.59,164.2194
2014-09-18,0.0,100.0,100.0,182.3158,184.8532,1.3821428279620507,163.0428,-0.0492,72626069.0,64.2869,178.8318,183.5845,64.6695,165.6554,90.94,84.97,99.22,1223.1,0.02,2.63,165.4942
2014-09-17,0.0,100.0,100.0,182.266,184.637,1.292439691144531,89.4072,-0.1392,71886058.0,59.9889,178.6937,183.4515,48.5873,164.796,91.21,84.46,99.26,1235.3,0.02,2.62,165.6554
2014-09-16,4.0,68.0,64.0,182.0104,184.6726,1.4520444089308664,-20.5268,-0.1868,70911044.0,58.7401,178.56,183.3415,42.5404,164.5632,90.51,84.595,99.25,1233.2,0.02,2.6,164.796
2014-09-15,0.0,72.0,72.0,181.5188,184.8742,1.8315852104161396,-173.7881,-0.2348,70345967.0,51.3677,178.4427,183.1965,41.5248,163.3457,89.26,84.5,99.225,1228.3,0.02,2.6,164.5632
2014-09-12,0.0,76.0,76.0,180.7101,185.3799,2.5511759403425285,-170.2777,-0.168,71367648.0,52.1309,178.3352,183.045,42.2271,163.4531,89.82,84.68,99.215,1240.9,0.02,2.62,163.3457
2014-09-11,4.0,80.0,76.0,180.0875,185.6925,3.064683689649511,-46.2982,-0.0751,72091671.0,59.5997,178.2306,182.89,44.3276,164.4289,88.88,84.41,99.23,1249.8,0.02,2.54,163.4531
2014-09-10,8.0,84.0,76.0,179.3254,185.9576,3.6312667164910555,-72.7253,-0.0477,71566011.0,58.7437,178.1076,182.6415,49.3736,164.2767,90.28,84.28,99.24,1256.2,0.02,2.54,164.4289
2014-09-09,12.0,88.0,76.0,178.3548,186.3232,4.370101843269954,-62.6747,0.0009,70716258.0,54.9933,177.98,182.33900000000003,55.137,163.6321,90.8,84.465,99.265,1257.1,0.02,2.5,164.2767
2014-09-08,16.0,92.0,76.0,177.6163,186.5497,4.906224084620753,65.8483,0.135,71231533.0,63.9095,177.8576,182.083,56.743,164.6975,90.65,83.98,99.305,1269.5,0.02,2.48,163.6321
2014-09-05,20.0,96.0,76.0,176.8822,186.6028,5.348556336575093,66.7707,0.1999,71867441.0,67.9499,177.7055,181.7425,61.6418,165.1182,90.97,84.04,99.265,1261.7,0.03,2.46,164.6975
2014-09-04,24.0,100.0,76.0,175.7956,186.7584,6.047540504311076,64.1804,0.2228,71365165.0,63.9921,177.5371,181.277,68.0028,164.3304,92.18,82.985,99.285,1269.8,0.03,2.45,165.1182
2014-09-03,28.0,100.0,72.0,175.0853,186.7207,6.431844690248368,79.5134,0.3149,71901866.0,66.5954,177.3641,180.903,74.8837,164.59900000000005,91.39,83.13,99.285,1266.7,0.03,2.41,164.3304
2014-09-02,32.0,100.0,68.0,174.4802,186.5368,6.679242251749919,74.9126,0.3904,72529473.0,67.2731,177.2032,180.5085,75.6601,164.6706,91.0,82.905,99.365,1288.5,0.03,2.42,164.59900000000005
2014-08-29,36.0,88.0,52.0,174.275,186.125,6.57602663706992,77.1353,0.4565,73083230.0,67.6727,177.0781,180.2,77.46300000000002,164.7154,92.18,82.61,99.36,1290.4,0.03,2.35,164.6706
2014-08-28,40.0,92.0,52.0,173.9645,185.6895,6.520155482769564,70.3476,0.5069,72465989.0,65.9839,176.9342,179.827,79.9508,164.3125,91.91,82.6,99.36,1283.7,0.03,2.34,164.7154
2014-08-27,44.0,96.0,52.0,173.7688,185.2272,6.383580875552937,88.2004,0.5802,72913719.0,66.995,176.7878,179.498,84.3789,164.4379,92.13,82.79,99.35,1281.6,0.04,2.37,164.3125
2014-08-26,48.0,100.0,52.0,173.915,184.772,6.053746023691964,104.2905,0.6259,73516295.0,67.1999,176.6584,179.3435,87.1005,164.4647,92.2,82.745,99.34,1275.1,0.03,2.39,164.4379
2014-08-25,52.0,100.0,48.0,174.1014,184.2736,5.676846878269955,114.5235,0.6371,72766806.0,66.7274,176.5495,179.1875,90.9952,164.3304,91.79,82.64,99.34,1279.3,0.04,2.39,164.4647
2014-08-22,56.0,96.0,40.0,174.2879,183.8671,5.349192388770217,109.6155,0.6128,71669576.0,63.648,176.4448,179.0775,93.7677,163.48,91.6,82.36,99.37,1277.4,0.03,2.4,164.3304
2014-08-21,60.0,100.0,40.0,174.3853,183.6367,5.168062297847612,138.7205,0.6176,72326057.0,65.3628,176.3437,179.011,93.6021,163.7396,90.8,82.405,99.345,1291.1,0.02,2.41,163.48
2014-08-20,64.0,100.0,36.0,174.4638,183.4832,5.0395170234699656,151.3575,0.5446,71569459.0,63.736,176.2282,178.9735,92.0436,163.2741,91.37,82.04,99.4,1295.3,0.04,2.43,163.7396
2014-08-19,68.0,28.0,-40.0,174.4861,183.4379,5.002067478012102,179.4185,0.4382,70061649.0,62.1488,176.1034,178.96200000000005,90.1263,162.8264,91.59,81.77,99.41,1298.7,0.03,2.4,163.2741
2014-08-18,72.0,32.0,-40.0,174.4984,183.4096,4.979603697039467,147.5591,0.2873,69478639.0,58.9453,175.9761,178.954,90.3121,161.967,92.11,81.5,99.415,1304.7,0.03,2.39,162.8264
2014-08-15,76.0,36.0,-40.0,174.4988,183.4082,4.9786117622734425,71.5121,0.1266,68439491.0,53.2417,175.8618,178.9535,87.708,160.6331,91.94,81.78,99.4,1312.8,0.03,2.34,161.967
2014-08-14,80.0,40.0,-40.0,174.4792,183.6148,5.102347428328881,55.6444,0.0185,70134016.0,53.4732,175.775,179.047,82.4119,160.6779,93.51,81.78,99.41,1312.8,0.04,2.4,160.6331
2014-08-13,84.0,44.0,-40.0,174.4769,183.6101,5.101106714290096,12.679,-0.1528,69292029.0,50.346,175.6794,179.0435,70.5751,159.9796,93.21,81.68,99.37,1308.6,0.04,2.43,160.6779
2014-08-12,88.0,48.0,-40.0,174.4955,183.8755,5.234798574661452,-31.8022,-0.3261,68510408.0,44.8277,175.6066,179.1855,54.7176,158.8605,93.41,81.675,99.36,1308.3,0.03,2.46,159.9796
2014-08-11,92.0,52.0,-40.0,174.683,184.028,5.2103225158971975,-24.3757,-0.4408,69024271.0,45.6186,175.55200000000005,179.3555,34.6388,159.0485,93.39,81.59,99.355,1310.0,0.04,2.44,158.8605
2014-08-08,96.0,56.0,-40.0,174.863,184.198,5.199673593066364,-69.0111,-0.6022,67833061.0,43.4112,175.4856,179.5305,23.6376,158.6009,94.06,81.715,99.38,1313.7,0.03,2.44,159.0485
2014-08-07,100.0,60.0,-40.0,175.139,184.233,5.061050944425273,-106.1336,-0.7539,66623196.0,33.1872,175.4336,179.68599999999995,18.2954,156.7836,93.35,81.595,99.35,1306.3,0.03,2.43,158.6009
2014-08-06,100.0,64.0,-36.0,175.8928,183.9692,4.488609522539201,-118.5938,-0.7241,68150320.0,36.0148,175.3898,179.93099999999995,18.8717,157.634,93.18,81.74,99.335,1288.1,0.03,2.49,156.7836
2014-08-05,100.0,68.0,-32.0,176.5229,183.8031,4.040896299462158,-144.8072,-0.713,66964357.0,35.4233,175.3213,180.163,16.3717,157.5356,93.21,81.48,99.34,1288.5,0.03,2.49,157.634
2014-08-04,96.0,72.0,-24.0,177.2676,183.4584,3.4324113038705413,-147.431,-0.6277,68215660.0,41.2129,175.2588,180.363,14.6052,159.14700000000005,93.0,81.505,99.335,1294.9,0.04,2.51,157.5356
2014-08-01,100.0,76.0,-24.0,177.6603,183.4027,3.180829938265623,-255.016,-0.628,66003662.0,34.349000000000004,175.1973,180.5315,19.2926,158.0369,92.76,81.63,99.375,1283.6,0.03,2.52,159.14700000000005
2014-07-31,100.0,80.0,-20.0,178.5424,183.0406,2.4880594496975936,-316.0334,-0.4576,69401669.0,35.6909,175.14700000000005,180.7915,27.0017,158.4218,93.78,81.58,99.355,1296.0,0.03,2.58,158.0369
2014-07-30,8.0,84.0,76.0,179.5797,182.3893,1.5523981335418167,-62.67,-0.2016,71832289.0,51.4447,175.1019,180.9845,42.7667,161.6716,94.64,81.375,99.38,1300.1,0.04,2.57,158.4218
2014-07-29,12.0,88.0,76.0,179.5897,182.3893,1.5468300647275108,-1.2373,-0.1578,71832289.0,51.4447,175.0202,180.9895,58.2284,161.6716,94.75,81.235,99.38,1305.1,0.02,2.47,161.6716
2014-07-28,16.0,92.0,76.0,179.3821,182.4809,1.7126923725277152,10.0642,-0.0873,72471256.0,55.9626,174.9389,180.9315,75.8431,162.3609,94.96,81.21,99.4,1309.5,0.04,2.5,161.6716
2014-07-25,20.0,96.0,76.0,179.1792,182.4958,1.834022257551666,43.2575,-0.0592,71985588.0,55.5863,174.8444,180.8375,83.2614,162.2893,95.34,81.035,99.385,1295.3,0.03,2.48,162.3609
2014-07-24,24.0,100.0,76.0,178.9369,182.5271,1.9864772148816932,140.606,-0.0148,72621288.0,60.8358,174.7504,180.732,84.1922,163.0681,95.55,80.995,99.42,1305.2,0.03,2.52,162.2893
2014-07-23,0.0,100.0,100.0,178.8071,182.3679,1.9717865300754485,137.829,-0.0451,72621288.0,60.8358,174.6235,180.5875,71.7382,163.0681,95.39,80.945,99.41,1309.5,0.03,2.48,163.0681
2014-07-22,0.0,100.0,100.0,178.5557,182.2543,2.0501649067376175,129.4884,-0.1035,71870418.0,59.1935,174.5083,180.405,64.2791,162.6832,95.91,80.71,99.39,1313.3,0.03,2.48,163.0681
2014-07-21,0.0,56.0,56.0,178.5165,182.0775,1.9750744604735402,1.9362,-0.1581,70360907.0,55.9634,174.3936,180.297,57.0926,161.958,94.8,80.615,99.405,1311.5,0.03,2.49,162.6832
2014-07-18,0.0,60.0,60.0,178.514,182.034,1.952583289880949,36.414,-0.1639,71227414.0,58.0166,174.2776,180.274,67.9001,162.3072,95.56,80.665,99.445,1322.0,0.02,2.5,161.958
2014-07-17,4.0,64.0,60.0,178.5167,181.9103,1.8830997677754555,-46.4159,-0.2142,70655689.0,49.7147,174.1577,180.2135,71.5744,160.6152,95.23,80.66,99.415,1299.9,0.02,2.47,162.3072
2014-07-16,8.0,68.0,60.0,178.5717,181.9013,1.847350564397333,98.5101,-0.0995,71760063.0,62.6868,174.0573,180.2365,72.8583,162.52200000000005,95.44,80.54,99.42,1296.0,0.02,2.55,160.6152
2014-07-15,12.0,72.0,60.0,178.3785,181.7945,1.8968662281736814,56.7779,-0.1414,71220698.0,59.5087,173.9276,180.0865,60.9744,161.9043,96.06,80.305,99.45,1309.4,0.02,2.56,162.52200000000005
2014-07-14,16.0,76.0,60.0,178.0669,181.8281,2.090165187068452,97.4939,-0.1427,72427683.0,61.7011,173.8056,179.9475,49.6942,162.1819,95.5,80.355,99.455,1341.1,0.03,2.55,161.9043
2014-07-11,0.0,80.0,80.0,177.7955,181.7755,2.2137491621960557,6.9143,-0.1817,71934611.0,57.5297,173.671,179.7855,45.6775,161.3851,96.5,80.26,99.45,1336.5,0.02,2.53,162.1819
2014-07-10,0.0,84.0,84.0,177.4028,181.8772,2.4907592963705047,-20.0056,-0.1559,71414183.0,56.339,173.5569,179.64,50.7332,161.1702,95.99,80.125,99.435,1326.8,0.02,2.55,161.3851
2014-07-09,4.0,88.0,84.0,177.3065,181.8395,2.524321585093521,47.9507,-0.0954,72028735.0,60.8971,173.4427,179.57299999999995,67.0193,161.78799999999995,96.93,80.265,99.38,1320.7,0.03,2.57,161.1702
2014-07-08,0.0,92.0,92.0,177.2934,181.7076,2.459157495383034,15.7079,-0.0802,71098451.0,57.4201,173.3127,179.5005,80.6589,161.1165,96.98,80.35,99.375,1320.9,0.03,2.58,161.78799999999995
2014-07-07,4.0,96.0,92.0,177.2643,181.6627,2.450860481379227,111.8924,0.0078,71847848.0,65.9098,173.18200000000004,179.4635,85.8401,162.164,97.1,80.45,99.37,1320.6,0.04,2.63,161.1165
2014-07-03,0.0,100.0,100.0,177.2939,181.4241,2.3027559252672027,171.0908,0.009000000000000001,72999636.0,70.8123,173.0381,179.359,81.3671,162.6921,97.15,80.12,99.43,1328.1,0.01,2.65,162.164
2014-07-02,0.0,96.0,96.0,177.3702,180.9948,2.022853794315844,140.06,-0.0695,72671726.0,67.3322,172.8701,179.1825,71.505,161.8775,98.08,79.95,99.45,1326.8,0.02,2.64,162.6921
2014-07-01,0.0,100.0,100.0,177.1061,180.8769,2.106692217228197,138.3972,-0.1158,72160155.0,66.8072,172.7086,178.9915,62.8022,161.7611,98.04,79.93,99.54,1327.8,0.02,2.58,161.8775
2014-06-30,0.0,76.0,76.0,176.8198,180.7622,2.2050326918021717,60.5098,-0.1864,70961194.0,61.1945,172.5274,178.791,50.0255,160.6331,97.68,80.2,99.525,1317.1,0.04,2.53,161.7611
2014-06-27,0.0,80.0,80.0,176.5294,180.7886,2.383982894788391,37.6539,-0.1755,72222357.0,61.5782,172.3373,178.65900000000005,43.7117,160.6779,97.74,80.315,99.52,1317.9,0.03,2.54,160.6331
2014-06-26,0.0,84.0,84.0,176.2313,180.7937,2.555787409845247,-5.6941,-0.1693,71190053.0,60.1394,172.1494,178.5125,45.2421,160.4003,98.07,80.37,99.5,1319.6,0.04,2.53,160.6779
2014-06-25,0.0,88.0,88.0,175.921,180.819,2.7459774625777853,6.5864,-0.1351,71866862.0,60.7527,171.9538,178.37,62.1055,160.4809,97.9,80.5,99.49,1318.9,0.03,2.57,160.4003
2014-06-24,4.0,92.0,88.0,175.4262,180.9198,3.0832954488053828,16.2305,-0.1006,71280833.0,57.3413,171.793,178.173,80.2281,159.8005,97.13,80.48,99.485,1318.1,0.03,2.59,160.4809
2014-06-23,0.0,96.0,96.0,175.046,181.0,3.3445116642231665,68.92399999999999,0.0177,71674256.0,64.6151,171.65,178.023,91.5631,160.7495,97.69,80.455,99.485,1314.9,0.03,2.63,159.8005
2014-06-20,0.0,100.0,100.0,174.5042,181.0328,3.67252916011555,144.2715,0.07400000000000001,72411968.0,71.7068,171.4782,177.7685,88.3011,160.8217,98.31,80.47,99.5,1320.3,0.02,2.63,160.7495
2014-06-19,4.0,100.0,96.0,173.9697,180.8973,3.9043359906669326,132.9456,0.0442,71581668.0,70.4903,171.3146,177.4335,74.707,160.5008,97.81,80.605,99.495,1278.2,0.02,2.64,160.8217
2014-06-18,8.0,100.0,92.0,173.4088,180.7772,4.16075169543685,110.078,0.006999999999999999,70834713.0,69.7524,171.1445,177.093,54.5071,160.3048,97.43,80.785,99.46,1272.1,0.03,2.61,160.5008
2014-06-17,12.0,76.0,64.0,172.5656,180.8124,4.667409968928459,46.2006,-0.0531,70332858.0,64.8124,170.9846,176.68900000000005,42.0191,159.1194,97.16,80.61,99.48,1271.8,0.04,2.66,160.3048
2014-06-16,16.0,80.0,64.0,172.0693,180.7477,4.919490840860849,34.3049,-0.0315,67398413.0,62.8198,170.87400000000005,176.4085,42.3364,158.7005,96.7,80.8,99.485,1276.8,0.04,2.61,159.1194
2014-06-13,20.0,84.0,64.0,171.5113,180.7327,5.235802455116333,25.9328,0.0308,66641721.0,62.1852,170.7817,176.122,58.6047,158.5669,97.03,80.84,99.51,1273.4,0.04,2.6,158.7005
2014-06-12,0.0,88.0,88.0,170.8916,180.7274,5.594578222450992,30.49,0.1202,65910472.0,59.8071,170.6899,175.8095,76.10300000000002,158.0678,95.66,80.88,99.525,1261.1,0.04,2.58,158.5669
2014-06-11,4.0,92.0,88.0,170.6165,180.5895,5.679287939272101,87.15700000000002,0.2871,66802121.0,69.4376,170.5984,175.60299999999995,88.1975,159.2531,95.38,80.93,99.52,1260.3,0.04,2.65,158.0678
2014-06-10,8.0,96.0,88.0,170.5538,180.1902,5.494833838925261,121.7857,0.3717,67360260.0,74.2812,170.5009,175.372,92.7317,159.77,95.28,80.75,99.54,1252.7,0.04,2.64,159.2531
2014-06-09,12.0,100.0,88.0,170.5966,179.6114,5.148254751461993,139.8236,0.3954,66400408.0,74.1658,170.4002,175.104,92.844,159.7344,94.87,80.58,99.565,1253.0,0.04,2.62,159.77
2014-06-06,16.0,100.0,84.0,170.511,179.002,4.858760618346107,144.6491,0.3844,65938588.0,73.6722,170.2904,174.7565,92.9009,159.5739,94.01,80.5,99.59,1253.7,0.04,2.6,159.7344
2014-06-05,20.0,100.0,80.0,170.4814,178.3246,4.497170346840362,113.4089,0.3347,65351767.0,71.2645,170.1651,174.403,92.8239,158.8164,93.72,80.795,99.585,1244.3,0.04,2.59,159.5739
2014-06-04,24.0,100.0,76.0,170.4812,177.7238,4.159963240045381,91.6498,0.297,64498080.0,67.3504,170.0697,174.1025,94.7521,157.7469,94.07,80.725,99.58,1244.9,0.04,2.61,158.8164
2014-06-03,0.0,96.0,96.0,170.2332,177.3898,4.117449075579002,99.2571,0.3184,63513076.0,66.2107,169.9824,173.8115,95.0794,157.4617,94.01,80.765,99.585,1244.1,0.04,2.6,157.7469
2014-06-02,4.0,100.0,96.0,170.2567,176.9663,3.8647209430250844,117.9577,0.3439,64766017.0,66.9568,169.8973,173.6115,95.4202,157.5598,94.05,80.57,99.625,1250.5,0.04,2.54,157.4617
2014-05-30,8.0,100.0,92.0,170.3273,176.4487,3.530463469213552,139.68,0.331,63145833.0,66.1849,169.8104,173.388,94.4392,157.3459,94.04,80.66,99.64,1255.9,0.04,2.48,157.5598
2014-05-29,12.0,100.0,88.0,170.4819,175.8991,3.12788519000754,148.1492,0.295,62271145.0,65.467,169.7155,173.1905,94.9355,157.1409,94.24,80.7,99.66,1258.9,0.04,2.45,157.3459
2014-05-28,16.0,100.0,84.0,170.6995,175.3085,2.664100252017299,141.0617,0.2252,61729100.0,62.2297,169.6271,173.00400000000005,94.7582,156.2497,94.62,80.55,99.64,1264.0,0.04,2.44,157.1409
2014-05-27,20.0,100.0,80.0,170.7637,174.9173,2.4031404676566033,167.6534,0.1868,62720003.0,63.2203,169.5502,172.8405,87.2642,156.4101,94.47,80.43,99.635,1293.6,0.04,2.52,156.2497
2014-05-23,24.0,100.0,76.0,170.8284,174.4256,2.0837991739415127,125.5229,0.0825,61830025.0,59.822,169.4867,172.627,75.8087,155.4921,94.56,80.41,99.64,1294.3,0.04,2.54,156.4101
2014-05-22,0.0,72.0,72.0,170.6644,174.2136,2.0582350860304293,98.2547,0.0056,61216118.0,57.2586,169.4257,172.43900000000005,58.4199,154.8505,94.48,80.27,99.64,1292.0,0.03,2.56,155.4921
2014-05-21,0.0,76.0,76.0,170.68200000000004,174.03,1.9424911230244126,53.7621,-0.0526,60357105.0,55.5392,169.3726,172.356,47.7542,154.4316,93.79,80.205,99.64,1294.2,0.04,2.54,154.8505
2014-05-20,0.0,80.0,80.0,170.6373,173.9177,1.9041372204727756,-44.7742,-0.1012,59365792.0,49.5667,169.3241,172.2775,41.246,153.1036,94.05,80.19,99.63,1293.0,0.03,2.52,154.4316
2014-05-19,0.0,84.0,84.0,170.6672,173.9208,1.8884000603619426,17.9766,-0.027000000000000003,60035144.0,54.7962,169.2827,172.294,46.3838,154.1196,94.3,80.215,99.61,1293.0,0.03,2.54,153.1036
2014-05-16,4.0,88.0,84.0,170.5692,173.8628,1.9124819993496531,-51.6745,-0.0312,59108228.0,52.3818,169.2429,172.21599999999995,60.7994,153.5938,93.89,80.205,99.615,1296.4,0.03,2.52,154.1196
2014-05-15,8.0,92.0,84.0,170.3699,173.9021,2.051982153645948,-51.1275,0.016,58408669.0,49.5399,169.1913,172.136,75.2432,152.9967,93.53,80.195,99.61,1305.5,0.03,2.5,153.5938
2014-05-14,12.0,96.0,84.0,170.1894,173.9696,2.196775327682849,107.0571,0.1493,61599804.0,56.8793,169.138,172.0795,80.3491,154.387,93.61,80.28,99.585,1293.9,0.03,2.54,152.9967
2014-05-13,16.0,100.0,84.0,169.5513,174.1607,2.682129224466992,212.7524,0.1817,62935527.0,61.4298,169.0706,171.856,73.0228,155.1356,92.45,80.045,99.57,1296.0,0.03,2.61,154.387
2014-05-12,20.0,100.0,80.0,168.7874,174.2776,3.20067625668606,225.6822,0.1244,61940690.0,60.8762,168.9663,171.5325,58.5124,154.993,92.49,80.21,99.575,1289.8,0.03,2.66,155.1356
2014-05-09,24.0,4.0,-20.0,167.7766,174.5234,3.9420391469471268,6.0519,0.0311,61160534.0,54.7294,168.8694,171.15,50.0594,153.5403,91.75,79.625,99.575,1289.6,0.03,2.62,154.993
2014-05-08,28.0,8.0,-20.0,167.2905,174.5585,4.252169817668035,56.4347,0.0384,60205150.0,53.4804,168.7784,170.9245,47.0481,153.273,92.09,79.395,99.56,1289.8,0.03,2.61,153.5403
2014-05-07,32.0,12.0,-20.0,167.2872,174.5068,4.224532905785346,-13.9574,0.0703,61595809.0,54.457,168.6909,170.89700000000005,59.6277,153.4601,91.55,79.255,99.55,1307.9,0.03,2.62,153.273
2014-05-06,36.0,16.0,-20.0,167.1667,174.3683,4.217195895003448,-6.0859,0.0869,60434830.0,50.4128,168.6067,170.7675,72.5026,152.56,91.56,79.695,99.535,1309.7,0.03,2.61,153.4601
2014-05-05,40.0,20.0,-20.0,166.9688,174.3382,4.318340965758108,56.2307,0.2023,61002726.0,57.448,168.5514,170.6535,84.65,153.8968,92.33,79.695,99.55,1300.9,0.03,2.63,152.56
2014-05-02,44.0,24.0,-20.0,166.99,174.123,4.182191824996398,86.6498,0.2104,60210116.0,56.0821,168.4868,170.5565,84.2253,153.576,92.03,79.745,99.555,1284.7,0.02,2.6,153.8968
2014-05-01,48.0,28.0,-20.0,166.9593,174.2037,4.2468849201114915,88.9067,0.2366,60964905.0,57.4131,168.422,170.5815,72.5192,153.8255,91.38,79.72,99.655,1291.9,0.03,2.63,153.576
2014-04-30,52.0,32.0,-20.0,166.9234,174.2886,4.31708146255115,84.5747,0.2253,60340960.0,57.3795,168.3358,170.606,59.8397,153.8166,92.69,80.015,99.625,1295.6,0.03,2.67,153.8255
2014-04-29,56.0,36.0,-20.0,166.9284,174.2746,4.306058270296558,77.7128,0.1853,59735609.0,55.627,168.25599999999997,170.6015,52.7708,153.3354,93.11,79.84,99.64,1296.0,0.02,2.71,153.8166
2014-04-28,60.0,40.0,-20.0,166.9362,174.1968,4.256756162552425,39.3362,0.1578,58669630.0,52.8959,168.1835,170.5665,62.8736,152.6046,92.61,79.985,99.64,1303.2,0.03,2.7,153.3354
