,aroon_Aroon Down,aroon_Aroon Up,bbands_close_Real Lower Band,bbands_close_Real Middle Band,bbands_close_Real Upper Band,cci_CCI,macd_close_MACD_Hist,obv_OBV,rsi_close_RSI,sma_close_100_SMA,sma_close_20_SMA,stoch_SlowD,stock_time_series_adjusted_adjusted_close,crudeoil_Open,dollar_Open,fedfund_Open,gold_Open,treasury_3 MO,treasury_10 YR
2018-06-26,20.0,64.0,249.1521,253.6095,258.0669,-174.8617,-0.7792,71587614.0,44.3676,248.161,253.6095,32.3045,241.9964,63.51,93.54,97.44,1267.3,1.93,2.88
2018-06-25,24.0,68.0,248.3087,253.4365,258.5643,-266.1467,-0.6659999999999999,68616294.0,42.3962,248.2422,253.4365,34.5529,241.4653,63.45,93.665,97.42,1272.2,1.93,2.87
2018-06-22,28.0,72.0,248.305,253.4355,258.566,-74.2403,-0.3981,75306307.0,53.6656,248.3315,253.4355,41.5994,244.8547,61.51,94.03,97.4,1268.6,1.93,2.9
2018-06-21,32.0,76.0,248.0214,253.2905,258.5596,-81.487,-0.3216,72213637.0,52.1514,248.3833,253.2905,46.39100000000001,244.4201,62.02,94.35,97.395,1269.7,1.94,2.9
2018-06-20,36.0,80.0,247.8408,253.192,258.5432,16.8366,-0.1552,76251209.0,58.4144,248.4675,253.192,54.1758,245.9555,62.51,94.265,97.43,1277.3,1.94,2.93
2018-06-19,40.0,84.0,247.5363,252.975,258.4137,-15.4665,-0.0682,74673030.0,57.028,248.554,252.975,58.6234,245.5113,62.65,93.8,97.41,1280.7,1.94,2.89
2018-06-18,44.0,88.0,247.3521,252.817,258.2819,31.6581,0.0931,76536353.0,61.0106,248.6148,252.817,64.9742,246.4479,61.51,94.135,97.4,1281.1,1.94,2.92
2018-06-15,48.0,92.0,246.9616,252.519,258.0764,55.6648,0.2136,78556042.0,63.6044,248.6647,252.519,69.3073,247.037,63.74,94.62,97.385,1305.9,1.94,2.93
2018-06-14,0.0,96.0,246.7689,252.2215,257.6741,82.0823,0.29600000000000004,80556099.0,64.5231,248.7098,252.2215,78.8616,247.2494,64.2,93.14,97.39,1303.1,1.94,2.94
2018-06-13,0.0,100.0,246.6935,251.9235,257.1535,88.3004,0.35100000000000003,78642005.0,62.8471,248.7468,251.9235,84.5039,246.5349,63.64,93.44,97.415,1299.6,1.94,2.98
2018-06-12,4.0,96.0,246.4773,251.6095,256.7417,114.2326,0.4567,81149765.0,66.8919,248.7705,251.6095,90.4937,247.5198,63.75,93.275,97.44,1304.5,1.92,2.96
2018-06-11,0.0,100.0,246.6701,251.3305,255.9909,136.8352,0.4563,79967545.0,66.0362,248.7731,251.3305,91.029,247.1046,63.24,93.145,97.46,1303.5,1.94,2.96
2018-06-08,0.0,96.0,246.8881,251.05900000000003,255.2299,142.4823,0.4362,77319499.0,65.3989,248.7835,251.05900000000003,93.8922,246.7859,63.41,93.025,97.48,1301.3,1.93,2.93
2018-06-07,4.0,100.0,247.1282,250.7735,254.4188,171.1099,0.3778,75802046.0,63.87300000000001,248.7726,250.7735,94.7364,246.0134,62.97,93.11,97.455,1300.9,1.94,2.93
2018-06-06,8.0,100.0,246.997,250.412,253.827,196.0091,0.3124,78418333.0,64.2677,248.779,250.412,91.5129,246.1293,62.88,93.355,97.49,1300.6,1.95,2.97
2018-06-05,12.0,100.0,246.4296,249.9255,253.4214,164.2986,0.1492,75655165.0,60.4465,248.7674,249.9255,85.7393,244.1787,62.96,93.545,97.475,1296.4,1.94,2.92
2018-06-04,16.0,100.0,245.7434,249.5405,253.3376,194.435,0.0626,74164008.0,59.7541,248.7574,249.5405,71.8735,243.8407,62.73,93.7,97.51,1296.7,1.94,2.94
2018-06-01,20.0,72.0,244.9818,249.135,253.2882,106.5596,-0.0641,72132526.0,57.5664,248.7552,249.135,60.5385,242.7689,63.91,93.505,97.61,1303.0,1.92,2.89
2018-05-31,24.0,76.0,243.3586,248.625,253.8914,-73.3534,-0.1665,70178644.0,51.827,248.7588,248.625,47.4899,240.239,63.73,93.59,97.64,1306.0,1.93,2.83
2018-05-30,28.0,80.0,242.224,248.2745,254.325,1.3339,-0.0681,72557448.0,56.1906,248.7834,248.2745,48.9256,241.8033,62.91,94.35,97.775,1303.1,1.94,2.84
2018-05-29,32.0,84.0,241.6105,247.926,254.2415,-165.4876,-0.0897,71197761.0,48.0113,248.7758,247.926,53.0365,238.6553,62.9,93.885,97.515,1303.55,1.93,2.77
2018-05-25,36.0,88.0,241.0363,247.7145,254.3927,32.3778,0.1954,75663582.0,56.7302,248.7899,247.7145,62.6198,241.446,66.25,93.25,97.505,1304.0,1.9,2.93
2018-05-24,40.0,92.0,240.764,247.4585,254.153,43.0052,0.3195,77318386.0,58.8952,248.7604,247.4585,61.5316,242.0543,67.01,93.38,97.505,1293.3,1.91,2.98
2018-05-23,44.0,96.0,240.5279,247.158,253.7881,56.8304,0.4074,79343774.0,60.5294,248.7066,247.158,59.5959,242.5178,67.02,93.01,97.42,1290.6,1.92,3.01
2018-05-22,48.0,100.0,240.0052,246.709,253.4128,69.7575,0.4465,77859629.0,58.8045,248.6565,246.709,51.8316,241.7646,67.83,93.0,97.41,1292.3,1.93,3.06
2018-05-21,52.0,80.0,239.4266,246.268,253.1094,82.4495,0.5342,78914981.0,61.0929,248.6096,246.268,51.4675,242.4599,67.5,93.15,97.41,1290.3,1.93,3.06
2018-05-18,56.0,84.0,239.4657,245.958,252.4503,55.7058,0.5411,77651692.0,57.1581,248.5541,245.958,55.3068,240.6928,67.32,92.945,97.39,1290.0,1.91,3.06
2018-05-17,60.0,88.0,239.4227,245.745,252.0673,77.4855,0.68,79354827.0,59.0365,248.5316,245.745,66.6899,241.2915,67.41,92.76,97.39,1290.2,1.92,3.11
2018-05-16,64.0,92.0,239.536,245.601,251.666,89.3808,0.7704,81069441.0,59.653,248.5034,245.601,79.678,241.4943,66.81,92.805,97.405,1290.1,1.92,3.09
2018-05-15,68.0,96.0,239.6625,245.5145,251.3665,82.8725,0.8201,78480723.0,57.5764,248.4681,245.5145,89.3601,240.4707,67.01,92.07,97.425,1313.2,1.92,3.08
2018-05-14,72.0,100.0,239.7093,245.474,251.2387,155.1569,0.9328,81081345.0,62.4168,248.4453,245.474,93.9936,242.1316,66.38,91.9,97.45,1318.3,1.93,3.0
2018-05-11,0.0,100.0,239.981,245.2155,250.45,183.9653,0.8565,79603142.0,61.9331,248.4143,245.2155,93.2507,241.8612,66.67,92.09,97.455,1321.8,1.92,2.97
2018-05-10,4.0,100.0,240.1893,244.872,249.5547,209.1835,0.6922,77899687.0,60.9153,248.3708,244.872,89.6979,241.2722,66.33,92.56,97.455,1312.8,1.9,2.97
2018-05-09,0.0,40.0,240.5052,244.593,248.6808,145.7504,0.4378,76362068.0,56.8402,248.3129,244.593,81.6228,239.0319,65.21,92.54,97.45,1315.3,1.88,3.0
2018-05-08,4.0,44.0,240.3546,244.3285,248.3024,45.3641,0.2377,74855905.0,52.0809,248.2879,244.3285,66.9531,236.7337,65.25,92.105,97.48,1314.1,1.87,2.97
2018-05-07,0.0,48.0,240.2787,244.2475,248.2163,48.7565,0.1485,76780393.0,52.1034,248.2873,244.2475,51.8691,236.7434,64.99,91.97,97.48,1316.3,1.86,2.95
2018-05-04,4.0,52.0,239.5404,243.9685,248.3966,-39.15,0.0013,73653214.0,50.6029,248.2824,243.9685,43.1775,236.0095,63.28,91.83,97.5,1312.8,1.84,2.95
2018-05-03,8.0,56.0,238.6835,243.679,248.6745,-143.351,-0.1472,71868004.0,43.7083,248.2772,243.679,49.0079,232.9195,62.77,92.15,97.49,1305.5,1.84,2.94
2018-05-02,12.0,60.0,238.952,243.818,248.68400000000003,-93.0584,-0.0368,74534476.0,44.7412,248.2908,243.818,57.9445,233.4699,62.74,91.82,97.455,1304.4,1.84,2.97
2018-05-01,16.0,64.0,239.0095,243.841,248.6725,-99.6349,0.0929,76170895.0,47.7956,248.2907,243.841,63.5064,235.0728,63.57,91.215,97.495,1316.0,1.85,2.97
2018-04-30,20.0,68.0,238.4509,243.643,248.8351,-39.0317,0.1314,73847756.0,46.7379,248.2741,243.643,54.9364,234.5707,62.97,90.955,97.49,1324.0,1.87,2.95
2018-04-27,24.0,72.0,237.2629,243.321,249.3791,1.9691,0.2436,75993857.0,50.3836,248.2713,243.321,40.3641,236.502,62.97,90.95,97.495,1318.0,1.82,2.96
2018-04-26,28.0,0.0,237.1444,243.179,249.2136,-5.9146,0.2079,73814989.0,49.912,248.2511,243.179,26.7405,236.2509,63.2,90.525,97.5,1320.7,1.82,3.0
2018-04-25,32.0,4.0,236.5744,242.878,249.1816,-85.21700000000001,0.1701,71708198.0,45.287,248.238,242.878,25.9076,233.8465,62.77,90.12,97.495,1328.6,1.85,3.03
2018-04-24,36.0,0.0,236.2465,242.735,249.2235,-60.8306,0.36,69353660.0,44.0935,248.2296,242.735,37.599,233.2478,63.43,90.275,97.49,1323.2,1.87,3.0
2018-04-23,40.0,0.0,236.3605,242.834,249.3075,24.729,0.7075,73007113.0,49.4945,248.2283,242.834,58.5245,236.473,62.95,89.66,97.495,1331.1,1.87,2.98
2018-04-20,44.0,0.0,235.7784,242.49400000000003,249.2096,46.2941,0.8754,74479738.0,49.6806,248.1699,242.49400000000003,75.7481,236.5792,63.41,89.185,97.53,1344.6,1.81,2.96
2018-04-19,48.0,0.0,235.7792,242.4075,249.0358,92.485,1.0744,76583594.0,53.0482,248.1111,242.4075,83.2029,238.5105,63.32,88.95,97.53,1348.8,1.82,2.92
2018-04-18,52.0,0.0,235.4861,242.531,249.5759,148.0108,1.1169,78580826.0,55.4203,248.0273,242.531,82.3469,239.8237,62.12,88.78,97.535,1345.1,1.81,2.87
2018-04-17,56.0,4.0,235.2593,242.6155,249.9717,161.0548,0.9753,77215757.0,55.2289,247.9316,242.6155,77.6916,239.6885,61.89,88.655,97.56,1347.5,1.8,2.82
2018-04-16,60.0,8.0,235.0957,242.685,250.2743,126.8264,0.7085,74913969.0,51.5902,247.8215,242.685,77.6168,237.1393,61.92,89.05,97.575,1346.5,1.79,2.83
2018-04-13,64.0,12.0,234.3028,243.0555,251.8082,99.8722,0.5226,72764730.0,48.6858,247.7347,243.0555,72.7787,235.2273,61.98,89.075,97.605,1335.3,1.76,2.82
2018-04-12,68.0,16.0,233.7941,243.512,253.2299,134.3892,0.4165,75652395.0,49.6355,247.6741,243.512,67.2168,235.884,62.0,88.79,97.64,1353.0,1.75,2.83
2018-04-11,72.0,20.0,233.3893,243.9465,254.5037,66.7339,0.1778,73928795.0,46.7565,247.5866,243.9465,60.1905,233.9237,60.98,88.865,97.635,1339.6,1.73,2.79
2018-04-10,76.0,24.0,233.1081,244.5495,255.9909,45.7356,0.0248,75997125.0,48.3887,247.5315,244.5495,63.1059,235.1694,59.92,89.095,97.655,1336.9,1.74,2.8
2018-04-09,80.0,28.0,232.7077,245.1725,257.6373,-30.4464,-0.3161,73091574.0,42.7015,247.4693,245.1725,69.4586,231.3552,59.02,89.435,97.66,1335.1,1.76,2.78
2018-04-06,84.0,32.0,232.9324,246.0055,259.0786,-55.8527,-0.3944,70135592.0,41.2247,247.4438,246.0055,67.4492,230.4185,59.97,89.655,97.625,1327.9,1.73,2.77
2018-04-05,88.0,36.0,233.8175,246.669,259.5205,2.9628,-0.35200000000000004,75067166.0,47.5212,247.4294,246.669,57.7943,235.6039,59.92,89.385,97.63,1333.6,1.72,2.83
2018-04-04,92.0,40.0,234.0999,247.0055,259.9111,-54.3263,-0.7675,71630562.0,44.9781,247.3699,247.0055,42.9577,233.9141,59.44,89.38,97.65,1333.0,1.71,2.79
2018-04-03,96.0,44.0,234.621,247.435,260.249,-83.1921,-1.155,67032520.0,40.7751,247.3244,247.435,34.3972,231.2489,59.02,89.295,97.675,1341.5,1.75,2.79
2018-04-02,100.0,48.0,235.6453,247.971,260.2967,-106.8728,-1.3655,63744647.0,35.8274,247.3075,247.971,26.3031,228.3521,60.72,89.16,97.685,1326.6,1.77,2.73
2018-03-29,96.0,52.0,237.3613,248.515,259.6687,-75.2647,-1.2557,68441042.0,41.8938,247.317,248.515,21.5581,233.7596,60.32,89.265,97.69,1325.8,1.73,2.74
2018-03-28,100.0,56.0,237.8885,248.7135,259.5385,-120.8366,-1.5248,65529555.0,35.6817,247.2626,248.7135,17.2276,230.4378,60.42,88.725,97.705,1347.3,1.73,2.77
2018-03-27,100.0,60.0,239.4598,249.2485,259.0372,-134.3308,-1.4598,69913687.0,36.3852,247.2416,249.2485,13.6536,231.0848,60.84,88.285,97.665,1353.6,1.77,2.78
2018-03-26,96.0,64.0,241.167,249.89,258.613,-155.2846,-1.2913,73277252.0,41.1278,247.2098,249.89,14.1557,235.1597,61.08,88.625,97.685,1347.0,1.79,2.85
2018-03-23,100.0,68.0,241.9592,250.4835,259.0078,-237.4989,-1.3387,67748254.0,30.2442,247.1331,250.4835,17.3322,228.8882,59.77,88.8,97.695,1329.0,1.74,2.82
2018-03-22,0.0,72.0,244.8257,251.2035,257.5813,-186.9131,-0.7475,71563730.0,36.1538,247.1194,251.2035,20.8487,233.868,60.86,88.75,97.65,1332.0,1.72,2.83
2018-03-21,0.0,76.0,246.0398,251.4605,256.8812,-40.2425,-0.2731,75153121.0,46.1834,247.0339,251.4605,19.1882,239.8284,59.09,89.535,97.625,1310.6,1.74,2.89
2018-03-20,0.0,80.0,245.8411,251.3925,256.9439,-38.8939,-0.1315,77930464.0,47.3238,246.8842,251.3925,17.7851,240.3859,58.71,89.0,97.64,1316.5,1.81,2.89
2018-03-19,0.0,84.0,245.7724,251.361,256.9496,-43.9118,0.0387,75939021.0,46.3913,246.74,251.361,23.14,239.9629,58.67,89.44,97.65,1312.9,1.8,2.85
2018-03-16,4.0,88.0,245.8924,251.4275,256.9626,40.6607,0.3436,78654839.0,53.0959,246.5969,251.4275,39.1497,243.2123,58.17,89.685,97.685,1316.8,1.78,2.85
2018-03-15,8.0,92.0,245.8356,251.3265,256.8174,29.3845,0.4492,77100265.0,52.6066,246.4286,251.3265,60.3334,242.9624,58.1,89.255,97.7,1324.7,1.77,2.82
2018-03-14,12.0,96.0,245.4165,251.078,256.7395,48.7373,0.5998,79261739.0,53.0812,246.2512,251.078,79.87899999999998,243.1931,57.93,89.22,97.705,1326.7,1.76,2.81
2018-03-13,16.0,100.0,244.4024,250.6575,256.9126,100.4414,0.7602,81614441.0,55.6857,246.0702,250.6575,91.7265,244.4813,58.07,89.425,97.675,1323.3,1.73,2.84
2018-03-12,20.0,0.0,243.4274,250.129,256.8306,150.8104,0.8132,84695063.0,59.0806,245.8737,250.129,93.2628,246.106,58.45,89.68,97.67,1324.1,1.71,2.87
2018-03-09,24.0,0.0,241.9773,249.351,256.7247,159.0096,0.6575,86724237.0,59.5795,245.6588,249.351,85.8469,246.3463,57.08,89.755,97.68,1322.7,1.67,2.9
2018-03-08,28.0,0.0,239.8562,248.378,256.8998,45.08,0.3313,84273423.0,53.1758,245.4377,248.378,70.6861,242.1548,57.29,89.225,97.69,1326.2,1.67,2.86
2018-03-07,32.0,4.0,239.654,248.08,256.506,-6.0302,0.2323,81251806.0,51.2513,245.2576,248.08,52.2333,241.03,57.89,89.05,97.725,1339.5,1.68,2.89
2018-03-06,36.0,0.0,239.5645,247.908,256.2515,18.9332,0.1804,83982010.0,51.4359,245.0928,247.908,34.9845,241.1358,58.23,89.53,97.7,1321.0,1.68,2.88
2018-03-05,40.0,0.0,238.9914,247.506,256.0206,-14.3969,0.0784,82050016.0,50.4877,244.9231,247.506,26.861,240.5301,57.45,89.46,97.71,1324.9,1.7,2.88
2018-03-02,44.0,4.0,238.8567,247.6555,256.4543,-71.9881,-0.0189,79025405.0,46.081,244.7538,247.6555,34.6576,237.7999,56.92,89.82,97.725,1318.0,1.65,2.86
2018-03-01,48.0,8.0,238.1922,248.224,258.2558,-25.8407,0.1248,75748907.0,43.944,244.617,248.224,54.3543,236.5405,57.19,90.255,97.7,1319.3,1.63,2.81
2018-02-28,52.0,12.0,237.8619,248.871,259.8801,47.4789,0.485,80931241.0,48.4192,244.4955,248.871,68.8512,239.7034,58.67,89.945,97.71,1318.9,1.65,2.87
2018-02-27,56.0,16.0,237.5183,249.3415,261.1647,99.5393,0.6927,83647864.0,52.657,244.3273,249.3415,68.6733,242.3952,59.35,89.285,97.765,1334.7,1.66,2.9
2018-02-26,60.0,20.0,236.8848,249.8115,262.7382,133.7207,0.6913,86594982.0,58.1603,244.1279,249.8115,57.9547,245.5292,59.16,89.475,97.745,1327.7,1.66,2.86
2018-02-23,64.0,24.0,236.1763,250.2095,264.2427,100.4753,0.3121,84702991.0,54.1921,243.8912,250.2095,56.8538,242.7316,58.27,89.32,97.745,1330.9,1.64,2.88
2018-02-22,68.0,28.0,235.9127,250.6015,265.2903,44.729,-0.0074,81779886.0,47.7389,243.6739,250.6015,66.304,238.8093,57.22,89.69,97.735,1324.4,1.63,2.92
2018-02-21,72.0,32.0,235.9641,251.1915,266.4189,34.232,-0.0846,78602164.0,47.2313,243.4892,251.1915,81.6202,238.5209,57.25,89.35,97.77,1329.6,1.64,2.94
2018-02-20,76.0,36.0,236.1436,251.803,267.4624,23.7008,-0.1538,81400133.0,49.1675,243.3048,251.803,88.6159,239.7803,57.44,88.78,97.76,1349.6,1.66,2.88
2018-02-16,80.0,40.0,236.3306,252.3195,268.3084,30.4824,-0.3686,84854501.0,51.4395,243.0984,252.3195,86.195,241.2415,57.28,88.18,97.775,1353.7,1.62,2.87
2018-02-15,84.0,44.0,236.5147,252.6565,268.7983,1.4808,-0.8197,87861956.0,51.4831,242.876,252.6565,73.7997,241.2704,56.79,88.54,97.75,1350.5,1.58,2.9
2018-02-14,88.0,48.0,236.7274,252.9375,269.1476,-36.0952,-1.4597,84938111.0,47.0215,242.6567,252.9375,55.6034,238.1844,55.52,89.235,97.855,1330.1,1.58,2.91
2018-02-13,92.0,52.0,237.2792,253.3965,269.5138,-62.208,-2.0206,81287295.0,42.0922,242.4698,253.3965,38.5216,235.1081,55.67,89.74,97.865,1323.0,1.59,2.83
2018-02-12,96.0,56.0,238.2912,253.8925,269.4938,-77.5247,-2.4148,78209604.0,40.7811,242.3214,253.8925,28.5313,234.3198,55.42,89.92,97.86,1316.2,1.62,2.86
2018-02-09,100.0,60.0,239.5802,254.476,269.3718,-136.0225,-2.7597,73973397.0,35.3076,242.1917,254.476,26.521,231.1473,56.76,89.83,97.86,1319.6,1.55,2.83
2018-02-08,100.0,64.0,241.6932,255.1405,268.5878,-161.8055,-2.7533,64260302.0,28.5224,242.0922,255.1405,23.4863,227.6384,57.52,89.83,97.83,1318.1,1.55,2.85
2018-02-07,96.0,68.0,245.2481,255.8945,266.5409,-126.2529,-2.1614,71245974.0,37.7222,242.0252,255.8945,16.8804,236.4252,59.22,89.165,97.81,1324.8,1.55,2.84
2018-02-06,100.0,72.0,246.4321,256.213,265.9939,-221.8941,-1.9973,77486124.0,39.4682,241.8636,256.213,11.4072,237.723,58.91,89.15,97.875,1339.2,1.52,2.79
2018-02-05,100.0,76.0,247.3022,256.4375,265.5728,-289.862,-1.7439,65784421.0,29.3722,241.6893,256.4375,10.4597,233.4065,59.67,88.915,97.78,1332.7,1.51,2.77
2018-02-02,8.0,80.0,249.7283,256.8605,263.9927,-142.9487,-0.782,74343627.0,45.8031,241.5585,256.8605,17.4544,243.4046,60.95,88.185,97.77,1348.3,1.48,2.84
2018-02-01,12.0,84.0,249.0384,256.6835,264.3286,7.4187,-0.2926,79875797.0,63.3258,241.3153,256.6835,31.801,248.7305,60.44,88.64,97.8,1344.7,1.48,2.78
2018-01-31,16.0,88.0,247.822,256.175,264.528,22.6931,-0.1059,83001504.0,64.3995,240.992,256.175,53.2233,248.9804,59.9,88.64,97.83,1337.7,1.46,2.72
2018-01-30,20.0,92.0,246.4542,255.58,264.7058,34.1699,0.1188,77404203.0,63.8745,240.6696,255.58,71.6665,248.7497,61.03,88.86,97.83,1341.7,1.44,2.73
2018-01-29,24.0,96.0,244.8753,254.907,264.9387,108.1933,0.4356,84083150.0,75.9675,240.3501,254.907,80.6209,251.4319,61.51,88.58,97.835,1351.6,1.44,2.7
2018-01-26,28.0,100.0,243.898,254.137,264.376,137.1647,0.5651,89228150.0,85.8079,239.9948,254.137,84.7292,253.1815,61.22,88.86,97.87,1348.7,1.41,2.66
2018-01-25,32.0,96.0,243.303,253.253,263.203,107.9119,0.4851,86370881.0,82.2543,239.6381,253.253,89.7611,250.2686,61.41,88.735,97.875,1359.6,1.42,2.63
2018-01-24,36.0,100.0,242.5789,252.5135,262.4481,122.497,0.5734,82785317.0,82.0894,239.3078,252.5135,94.0967,250.1533,60.81,89.535,97.885,1343.0,1.43,2.65
2018-01-23,0.0,100.0,242.3055,251.8535,261.4015,134.6829,0.6284,85720826.0,82.8641,238.9654,251.8535,94.9374,250.2782,60.39,89.82,97.855,1335.2,1.44,2.63
2018-01-22,4.0,100.0,242.2681,251.1895,260.1109,131.0832,0.6023,83559745.0,82.1544,238.6105,251.1895,88.0937,249.711,60.54,89.935,97.86,1337.4,1.44,2.66
2018-01-19,8.0,100.0,242.3153,250.53,258.7447,114.3065,0.5246,81951957.0,79.3707,238.2598,250.53,83.8952,247.721,60.66,89.93,97.88,1329.8,1.44,2.64
2018-01-18,0.0,92.0,242.3075,249.9835,257.6595,116.6476,0.5237,79410793.0,77.6674,237.929,249.9835,81.1891,246.6732,60.86,90.31,97.86,1330.4,1.45,2.62
2018-01-17,0.0,96.0,242.4315,249.5365,256.6415,124.7871,0.5479,82565026.0,79.6277,237.6042,249.5365,85.154,247.0096,60.76,89.655,97.885,1341.8,1.44,2.57
2018-01-16,0.0,100.0,242.6172,248.9955,255.3738,119.2944,0.4652,80697328.0,75.6099,237.2811,248.9955,86.8113,244.6447,60.87,90.005,97.91,1339.2,1.45,2.54
2018-01-12,0.0,100.0,242.2754,248.475,254.6746,135.4139,0.5071,84416891.0,81.234,236.9903,248.475,87.4955,245.5388,60.44,91.17,97.935,1325.1,1.43,2.55
2018-01-11,4.0,100.0,242.4701,247.9565,253.4429,123.8106,0.4006,82361978.0,78.5587,236.6676,247.9565,89.3065,243.9237,60.13,91.67,97.945,1320.6,1.43,2.54
2018-01-10,8.0,96.0,242.5934,247.525,252.4566,106.1974,0.3339,80081685.0,74.8767,236.359,247.525,92.2175,242.1356,60.31,91.8,97.945,1315.0,1.42,2.55
2018-01-09,0.0,100.0,242.5129,247.1655,251.8181,159.5937,0.3562,82035311.0,77.7426,236.0731,247.1655,95.1025,242.549,59.32,91.77,97.97,1321.0,1.44,2.55
2018-01-08,4.0,100.0,242.5245,246.745,250.9655,181.8484,0.2867,79905501.0,76.723,235.8182,246.745,95.3521,242.0395,59.12,91.32,97.955,1323.8,1.45,2.49
2018-01-05,8.0,100.0,242.3604,246.285,250.2096,220.0825,0.1753,77429308.0,75.7091,235.565,246.285,86.6794,241.5396,58.91,91.25,97.96,1324.3,1.39,2.47
2018-01-04,0.0,100.0,242.1163,245.811,249.5057,203.9447,0.0067,75239146.0,72.2565,235.3168,245.811,71.3787,240.0014,58.8,91.645,97.98,1316.9,1.41,2.46
2018-01-03,0.0,100.0,241.766,245.4175,249.069,139.0436,-0.1286,72321118.0,69.5155,235.0626,245.4175,46.5354,238.9535,58.06,91.305,97.995,1322.0,1.41,2.44
2018-01-02,4.0,64.0,241.5788,245.1215,248.6642,41.2376,-0.2513,69403466.0,65.2114,234.8163,245.1215,30.1824,237.5403,58.0,91.55,98.02250000000001,1311.0,1.44,2.46
2017-12-29,0.0,68.0,241.3641,244.912,248.4599,-24.0162,-0.3055,66619183.0,58.5584,234.6159,244.912,21.5732,235.8099,57.71,91.91,98.05,1307.2,1.39,2.4
2017-12-28,0.0,72.0,241.2082,244.815,248.4218,12.8841,-0.2132,68945907.0,63.9184,234.4348,244.815,27.9419,236.6271,57.5,92.185,98.055,1292.0,1.39,2.43
2017-12-27,0.0,76.0,240.7202,244.5745,248.4288,5.9589,-0.1656,66599196.0,62.1787,234.2497,244.5745,40.4665,236.1848,57.44,92.505,98.055,1287.8,1.44,2.42
2017-12-26,0.0,80.0,240.3094,244.3615,248.4136,9.0569,-0.061,65219770.0,61.6563,234.0655,244.3615,54.9946,236.0502,56.7,92.56,98.04,1279.0,1.47,2.47
2017-12-22,0.0,84.0,239.415,244.037,248.659,72.6726,0.0929,66712028.0,71.2532,233.8789,244.037,66.4126,236.324,56.24,92.65,98.065,1270.3,1.33,2.48
2017-12-21,0.0,88.0,238.7631,243.6425,248.5219,98.3017,0.1482,68600539.0,71.6052,233.6816,243.6425,74.1085,236.3718,56.04,92.655,98.08,1268.8,1.35,2.48
2017-12-20,4.0,92.0,238.1406,243.2205,248.3004,99.6958,0.1866,66338178.0,70.24,233.4825,243.2205,75.0083,235.8934,55.81,92.7,98.08,1264.8,1.38,2.49
2017-12-19,8.0,96.0,237.6458,242.832,248.0182,127.902,0.2514,68908170.0,71.4522,233.2833,242.832,72.3322,236.0752,56.0,92.96,98.09,1265.4,1.37,2.46
2017-12-18,12.0,100.0,236.9478,242.355,247.7622,179.9721,0.2832,72078466.0,77.3219,233.0835,242.355,67.9892,236.9363,55.61,93.145,98.095,1257.8,1.38,2.39
2017-12-15,16.0,100.0,236.4859,241.8175,247.1491,132.2896,0.1884,69988886.0,73.9429,232.8773,241.8175,74.8425,235.4725,55.33,93.15,98.11,1255.5,1.31,2.35
2017-12-14,20.0,96.0,236.1304,241.3885,246.6466,79.0395,0.14800000000000002,66818135.0,68.0132,232.6891,241.3885,81.166,233.5112,54.75,92.965,98.155,1258.1,1.32,2.35
2017-12-13,24.0,100.0,235.2743,240.9615,246.6487,124.6112,0.2514,68751083.0,75.569,232.5207,240.9615,83.1904,234.4392,55.65,93.64,98.1,1246.3,1.3,2.36
2017-12-12,28.0,100.0,234.8991,240.5465,246.1939,134.8041,0.2685,70559519.0,76.0543,232.3372,240.5465,71.4113,234.4966,56.15,93.535,98.1,1243.9,1.34,2.4
2017-12-11,32.0,80.0,234.7517,240.1575,245.5633,120.7247,0.2402,68704536.0,75.0112,232.1539,240.1575,58.069,234.0948,55.7,93.48,98.125,1249.2,1.33,2.39
2017-12-08,36.0,84.0,234.6284,239.7755,244.9226,100.3788,0.1917,66191268.0,72.9534,231.9764,239.7755,48.6879,233.3389,55.2,93.44,98.115,1249.5,1.28,2.38
2017-12-07,40.0,88.0,234.5407,239.44,244.3393,63.805,0.1535,64505608.0,68.9917,231.8061,239.44,49.4315,232.076,54.77,93.235,98.13,1265.2,1.29,2.37
2017-12-06,44.0,92.0,234.4985,239.2135,243.9285,54.1178,0.1896,61835601.0,66.2059,231.6371,239.2135,57.7504,231.3107,55.52,92.99,98.135,1268.3,1.3,2.33
2017-12-05,48.0,96.0,234.4028,239.0095,243.6162,80.949,0.2889,63040572.0,66.275,231.4744,239.0095,68.1297,231.3202,55.48,92.72,98.11,1279.1,1.3,2.36
2017-12-04,52.0,100.0,234.3575,238.81,243.2625,132.5621,0.3987,64926902.0,72.3022,231.3113,238.81,77.6941,232.143,55.59,92.805,98.105,1277.6,1.29,2.37
2017-12-01,0.0,96.0,234.4264,238.5495,242.6726,116.4165,0.4309,67089196.0,74.1964,231.1294,238.5495,82.8623,232.3918,55.43,92.615,98.15,1277.9,1.27,2.37
2017-11-30,0.0,100.0,234.5552,238.2365,241.9178,191.557,0.3989,70864765.0,77.4579,230.9411,238.2365,87.5713,232.8223,55.38,92.9,98.16,1286.9,1.27,2.42
2017-11-29,4.0,100.0,234.9918,237.896,240.8002,164.2261,0.2495,65413054.0,72.4011,230.7316,237.896,87.9823,230.8897,55.38,92.88,98.19,1298.0,1.29,2.37
